lineages_l,number_genomes_per_lineage
BA.5.2.31,36
BA.5.2.32,12
BA.5.2.33,183
BA.5.2.34,39
BA.5.2.35,147
BA.5.2.36,63
BA.5.2.37,2
BA.5.2.38,9
BA.5.2.4,8
BA.5.2.43,714
BA.5.2.44,188
BA.5.2.46,136
BA.5.2.47,202
BA.5.2.48,60
BA.5.2.49,20
BA.5.2.50,3
BA.5.2.52,4
BA.5.2.54,19
BA.5.2.55,1593
BA.5.2.56,20
BA.5.2.57,177
BA.5.2.58,3
BA.5.2.6,4674
BA.5.2.60,1
BA.5.2.61,1
BA.5.2.62,97
BA.5.2.7,68
BA.5.2.8,22
BA.5.2.9,57
BA.5.3,105
BA.5.3.1,277
BA.5.3.2,1
BA.5.3.3,52
BA.5.3.4,2
BA.5.5,1703
BA.5.5.1,1034
BA.5.5.2,35
BA.5.6,375
BA.5.6.2,98
BA.5.6.3,2
BA.5.7,1
BA.5.8,104
BA.5.9,134
BC.1,3109
BE.1,1047
BE.1.1,2130
BE.1.1.1,57
BE.1.1.2,88
BE.1.2.1,41
BE.1.3,1
BE.1.4,11
BE.1.4.2,1
BE.10,7
BE.11,1623
BE.12,23
BE.3,123
BE.4,535
BE.4.1,184
BE.4.1.1,43
BE.4.2,8
BE.5,3
BE.7,2
BE.8,25
BE.9,18
BF.1,1550
BF.1.1,3
BF.10,502
BF.10.1,1
BF.11,1462
BF.11.1,194
BF.11.4,2
BF.11.5,229
BF.12,422
BF.13,191
BF.14,305
BF.15,63
BF.16,7
BF.17,8
BF.18,6
BF.19,1
BF.2,528
BF.20,2
BF.21,3921
BF.22,1597
BF.23,12
BF.24,23
BF.25,258
BF.26,118
BF.27,125
BF.28,427
BF.29,2
BF.3,93
BF.3.1,23
BF.30,4
BF.31,10
BF.31.1,2
BF.32,2
BF.35,141
BF.36,53
BF.37,362
BF.38,1397
BF.38.1,240
BF.38.2,138
BF.38.3,87
BF.39,4
BF.4,634
BF.40,2
BF.41,149
BF.41.1,1
BF.42,61
BF.5,46873
BF.5.1,1147
BF.5.2,212
BF.5.3,24
BF.5.4,2114
BF.5.5,5
BF.6,15
BF.7,3147
BF.7.1,2
BF.7.10,2
BF.7.13.2,41
BF.7.14,233
BF.7.14.1,20
BF.7.14.2,6
BF.7.14.3,4
BF.7.14.4,13
BF.7.14.5,12
BF.7.14.6,35
BF.7.15,4114
BF.7.16,14
BF.7.17,77
BF.7.18,42
BF.7.19,23
BF.7.19.1,1012
BF.7.20,74
BF.7.21,111
BF.7.22,6
BF.7.23,225
BF.7.24,4
BF.7.26,85
BF.7.3,2
BF.7.4,300
BF.7.4.1,4419
BF.7.4.3,439
BF.7.5,239
BF.7.5.1,1
BF.7.6,305
BF.7.7,70
BF.7.8,1
BF.8,99
BG.2,3
BG.4,3
BG.5,79
BH.1,4
BK.1,18
BL.1,133
BL.1.1,1
BL.1.4,1
BL.1.5,109
BL.2,16
BL.3,1
BL.4,3
BL.6,3
BM.1,9
BM.1.1,10
BM.1.1.1,3
BM.1.1.3,142
BM.2,24
BM.2.1,7
BM.2.2,1
BM.3,9
BM.4.1,1
BM.4.1.1,5
BN.1,200
BN.1.1,467
BN.1.1.1,133
BN.1.10,79
BN.1.11,41
BN.1.2,2147
BN.1.2.1,6
BN.1.2.2,1270
BN.1.2.3,342
BN.1.2.4,18
BN.1.2.5,49
BN.1.2.6,49
BN.1.2.7,88
BN.1.3,2463
BN.1.3.1,132
BN.1.3.10,20
BN.1.3.12,81
BN.1.3.13,31
BN.1.3.2,707
BN.1.3.4,53
BN.1.3.5,397
BN.1.3.6,210
BN.1.3.7,259
BN.1.3.8,15
BN.1.3.9,9
BN.1.4,109
BN.1.4.3,12
BN.1.4.5,2
BN.1.5,148
BN.1.5.1,1
BN.1.9,215
BN.3.1,21
BN.4,1
BN.5,3
BN.6,4
BQ.1,560
BQ.1.1,5350
BQ.1.1.1,44
BQ.1.1.10,5
BQ.1.1.11,147
BQ.1.1.13,5
BQ.1.1.15,80
BQ.1.1.17,31
BQ.1.1.18,291
BQ.1.1.19,2
BQ.1.1.2,10
BQ.1.1.22,29
BQ.1.1.23,36
BQ.1.1.24,3
BQ.1.1.26,3
BQ.1.1.27,1
BQ.1.1.28,6
BQ.1.1.3,71
BQ.1.1.31,280
BQ.1.1.32,67
BQ.1.1.35,7
BQ.1.1.36,13
BQ.1.1.37,1
BQ.1.1.38,1
BQ.1.1.39,4
BQ.1.1.4,449
BQ.1.1.40,14
BQ.1.1.41,7
BQ.1.1.42,4
BQ.1.1.43,17
BQ.1.1.44,119
BQ.1.1.45,65
BQ.1.1.46,16
BQ.1.1.47,3
BQ.1.1.49,30
BQ.1.1.5,121
BQ.1.1.51,53
BQ.1.1.52,2
BQ.1.1.53,138
BQ.1.1.56,12
BQ.1.1.57,11
BQ.1.1.58,1
BQ.1.1.6,19
BQ.1.1.64,4
BQ.1.1.65,2
BQ.1.1.66,1
BQ.1.1.67,90
BQ.1.1.68,11
BQ.1.1.69,165
BQ.1.1.7,104
BQ.1.1.70,1841
BQ.1.1.72,2
BQ.1.1.73,8
BQ.1.1.74,2
BQ.1.1.76,112
BQ.1.1.77,3
BQ.1.1.78,597
BQ.1.1.8,5
BQ.1.10,190
BQ.1.10.1,7
BQ.1.10.2,1
BQ.1.11,95
BQ.1.11.1,2
BQ.1.12,61
BQ.1.13,20
BQ.1.13.1,14
BQ.1.14,290
BQ.1.15,25
BQ.1.16,1
BQ.1.18,15
BQ.1.19,3
BQ.1.2,149
BQ.1.2.1,386
BQ.1.2.3,7
BQ.1.20,2
BQ.1.21,10
BQ.1.22,19
BQ.1.23,354
BQ.1.24,119
BQ.1.25,716
BQ.1.25.1,5
BQ.1.27,3
BQ.1.28,6
BQ.1.3,19
BQ.1.3.1,37
BQ.1.3.2,77
BQ.1.31,28
BQ.1.4,2
BQ.1.5,161
BQ.1.6,7
BQ.1.8,75
BQ.1.8.2,1
BQ.1.9,1
BR.2,263
BR.2.1,231
BR.3,95
BR.5,28
BR.5.1,15
BS.1,19
BS.1.1,206
BT.1,138
BT.2,2
BU.1,4
BU.3,1
BW.1.1,11
BW.1.1.2,1
BY.1,38
CA.1,1
CA.2,2
CA.3,2
CA.3.1,3
CB.1,2
CE.1,2
CG.1,3
CH.1,1
CH.1.1,797
CH.1.1.1,54
CH.1.1.10,1
CH.1.1.11,114
CH.1.1.12,1
CH.1.1.15,1
CH.1.1.16,7
CH.1.1.18,3
CH.1.1.19,1
CH.1.1.2,8
CH.1.1.21,1
CH.1.1.24,54
CH.1.1.25,26
CH.1.1.26,525
CH.1.1.27,3
CH.1.1.28,1
CH.1.1.3,10
CH.1.1.32,7
CH.1.1.7,47
CH.2,2
CJ.1,1
CJ.1.1,14
CJ.1.2,5
CJ.1.3,94
CJ.1.3.1,83
CJ.1.3.2,2
CK.1,13
CK.1.1,293
CK.1.1.1,93
CK.1.1.2,155
CK.1.2,42
CK.1.4,4
CK.2,14
CK.2.1,25
CK.2.1.1,14
CK.3,54
CL.1,12
CM.1,29
CM.10,12
CM.12,141
CM.2,36
CM.2.1,1
CM.3,18
CM.4,44
CM.4.1,128
CM.5,47
CM.5.1,3
CM.5.2,6
CM.6,3
CM.7,20
CM.8,14
CM.8.1,91
CM.8.1.1,3
CM.8.1.2,5
CM.8.1.4,13
CM.8.1.5,1
CN.1,18
CP.1,169
CP.1.1,3
CP.2,2
CP.5,1
CP.6,1
CP.7,304
CP.8,27
CP.8.1,22
CQ.1,9
CQ.2,536
CR.1,13
CR.1.1,60
CR.1.3,36
CR.2,2
CT.1,3
CY.2,301
DA.1,2
DB.1,1
DF.1,31
DF.1.1,40
DG.1,1
DJ.1.1,1
DJ.1.2,5
DK.1,1
DL.1,13
DN.1.1,5
DN.2,14
DN.3,11
DN.3.1,1
DQ.1,73
DT.2,12
DU.1,3
DV.1,7
DV.1.1,5
DV.3,1
DV.3.1,1
DV.4,51
DV.5,2
DV.6,5
DV.6.1,1
DV.6.2,117
DV.7,2
DV.7.1,17
DV.7.1.2,10
DY.1,36
DY.2,126
DY.3,54
DY.4,40
DZ.1,6
EB.1,3
EC.1.1,3
ED.1,3479
ED.2,1
EE.1,10
EE.2,130
EE.3,1
EF.1,50
EF.1.1,30
EF.1.2,7
EF.3,34
EG.1,779
EG.1.2,80
EG.1.3,16
EG.1.4,36
EG.1.4.1,2
EG.1.5,6
EG.1.6,125
EG.1.8,17
EG.10.1,4
EG.11,32
EG.13,24
EG.14,40
EG.2,316
EG.2.2,169
EG.2.3,1
EG.2.5,31
EG.4,131
EG.4.1,1
EG.4.3,79
EG.4.4,91
EG.4.5,1
EG.5,10
EG.5.1,3128
EG.5.1.1,3118
EG.5.1.2,374
EG.5.1.3,54
EG.5.1.4,196
EG.5.1.5,6
EG.5.1.6,38
EG.5.1.7,2
EG.5.1.8,83
EG.5.1.9,4
EG.5.2,92
EG.5.2.2,1
EG.6,1
EG.6.1,43
EG.7,8
EG.8,2
EG.9.1,1
EJ.1,11
EJ.2,160
EJ.3,9
EK.4,2
EL.1,16
EM.1,7
EN.1,4
EP.1.1.1,3
EQ.1,62
EU.1.1,69
EW.2,1
EY.1,4
EZ.1,2
FB.1,66
FC.1,8
FD.1.1,8
FD.2,39
FD.3,100
FD.4,2
FE.1,3
FE.1.1,44
FE.1.1.3,3
FE.1.2,7
FG.3,10
FK.1,14
FK.1.1,126
FK.1.1.2,35
FK.1.2.1,3
FK.1.3,1
FK.1.3.2,360
FK.1.5,8
FL.1,45
FL.1.1,5
FL.1.2,23
FL.1.3,35
FL.1.4,10
FL.1.5,17
FL.1.5.1,63
FL.1.5.2,3
FL.1.6,6
FL.10,100
FL.10.1,559
FL.11,2
FL.12,30
FL.13,46
FL.13.1,11
FL.13.2,14
FL.13.3,58
FL.14,254
FL.15,147
FL.15.1,6
FL.15.1.1,1
FL.15.2,9
FL.15.3,2
FL.16,36
FL.17,3
FL.17.2,5
FL.18,147
FL.18.1,11
FL.19,15
FL.19.1,1
FL.2,451
FL.2.1,24
FL.2.2,3
FL.2.2.1,9
FL.2.3,108
FL.2.3.1,1
FL.2.4,36
FL.2.5,1
FL.2.6,1
FL.20.1,3
FL.21,4
FL.21.1,41
FL.21.2,4
FL.22,112
FL.23,7
FL.23.1,19
FL.24,163
FL.25,2
FL.26,21
FL.27,22
FL.29,13
FL.3,20
FL.3.1,31
FL.3.2,19
FL.3.3,7
FL.31,1
FL.33,7
FL.34,31
FL.35,50
FL.4,756
FL.4.1,4
FL.4.1.1,1
FL.4.10,14
FL.4.11,38
FL.4.2,12
FL.4.3,58
FL.4.5,90
FL.4.6,184
FL.4.7,2
FL.4.8,6
FL.5,216
FL.5.1,82
FL.6,3
FL.7,14
FL.8,3
FM.1,1
FM.2,3
FP.1,12
FP.2.1,3
FP.2.1.2,1
FP.3,3
FP.4,65
FQ.1,76
FR.1,363
FR.1.1,29
FR.1.2,1
FR.1.3,9
FR.1.4,40
FR.1.5,22
FR.2,42
FS.1,1
FT.3,1
FU.1,432
FU.2,52
FU.2.1,39
FU.3,110
FU.3.1,11
FU.4,1
FV.1,100
FW.2,1
FY.1,7
FY.1.1,106
FY.1.2,8
FY.1.3,1
FY.2,505
FY.2.1,8
FY.3,77
FY.3.1,229
FY.3.2,27
FY.3.3,62
FY.4.1.2,6
FY.4.2,28
FY.5,56
FY.6,143
FZ.1.1,13
GA.1,2
GA.2,1
GA.3,1
GA.6,1
GB.1,21
GB.2,7
GC.1,1
GD.1,3
GE.1,58
GE.1.3,14
GF.1,31
GJ.1,8
GJ.1.1,257
GJ.1.2,512
GJ.1.2.1,1
GJ.1.2.3,45
GJ.1.2.4,9
GJ.1.2.6,3
GJ.1.2.7,3
GJ.2,4
GJ.3,51
GJ.4,1
GJ.5,1
GK.1,21
GK.1.1,1177
GK.1.3,3
GK.1.4,1
GK.2,57
GK.2.1,8
GK.2.2,4
GK.3.1,1
GL.1,2
GM.1,3
GM.3,35
GM.3.1,127
GN.1,4
GN.3,1
GP.1,2
GP.2,7
GQ.1,1
GR.1,234
GS.1,10
GS.4.1,19
GV.1,8
GW.1,3
GW.1.1,8
GW.3,2
GW.5,3
GW.5.1,2
GY.1,11
GY.2,1
GY.2.1,11
GY.3,2
GY.4,14
GY.5,125
GY.6,56
GY.7,19
GY.8,107
HA.2,1
HC.1,21
HF.1,1208
HG.1,8
HH.1,218
HH.1.1,33
HH.2,11
HK.1,25
HK.11,2
HK.2,26
HK.3,624
HK.3.1,37
HK.3.2,39
HK.3.3,10
HK.5,3
HK.6,12
HK.7,1
HK.8,18
HL.2,5
HN.1,1
HP.1,2
HS.1,2
HT.1,13
HT.2,8
HU.1.1,4
HV.1,57
HW.1,120
HW.1.1,9
HZ.2,3
JA.1,1
JC.1,32
JD.1,1
JD.1.1,19
JD.1.1.1,6
JD.1.1.3,5
JD.2,16
JE.1,4
JE.1.1,13
JF.1,9
JF.2,1
JG.2,5
JG.3,30
JJ.1,156
JL.1,238
JN.1,25
JN.2,5
UNASSIGNED,183
XAC,2
XAF,1
XAG,1
XAK,2
XAN,1
XAP,1
XAT,101
XAU,1
XAY.1.1.1,9
XAZ,200
XBB,22
XBB.1,269
XBB.1.1,32
XBB.1.10,7
XBB.1.11.1,28
XBB.1.13,1
XBB.1.15,10
XBB.1.16,3636
XBB.1.16.1,1097
XBB.1.16.10,80
XBB.1.16.11,74
XBB.1.16.12,101
XBB.1.16.13,78
XBB.1.16.14,1
XBB.1.16.15,13
XBB.1.16.17,14
XBB.1.16.18,131
XBB.1.16.19,72
XBB.1.16.2,270
XBB.1.16.20,123
XBB.1.16.21,70
XBB.1.16.22,11
XBB.1.16.23,83
XBB.1.16.24,2
XBB.1.16.3,78
XBB.1.16.4,54
XBB.1.16.5,76
XBB.1.16.6,41
XBB.1.16.7,450
XBB.1.16.8,46
XBB.1.16.9,28
XBB.1.17.1,17
XBB.1.18.1,25
XBB.1.19.1,48
XBB.1.22,9
XBB.1.22.1,554
XBB.1.22.2,90
XBB.1.22.3,97
XBB.1.24,6
XBB.1.24.1,14
XBB.1.24.3,25
XBB.1.28.1,1
XBB.1.31,9
XBB.1.31.2,23
XBB.1.32,6
XBB.1.33,12
XBB.1.34,5
XBB.1.34.1,3
XBB.1.35,2
XBB.1.36,2
XBB.1.37,1
XBB.1.37.1,7
XBB.1.38,3
XBB.1.39,5
XBB.1.4.1,1
XBB.1.40,2
XBB.1.41,105
XBB.1.41.1,27
XBB.1.41.2,9
XBB.1.42,166
XBB.1.42.1,1
XBB.1.42.2,130
XBB.1.43,5
XBB.1.43.1,16
XBB.1.44,1
XBB.1.44.1,2
XBB.1.45.1,1
XBB.1.46,3
XBB.1.47,4
XBB.1.47.1,13
XBB.1.5,2063
XBB.1.5.1,260
XBB.1.5.10,22
XBB.1.5.100,6
XBB.1.5.101,1
XBB.1.5.104,5
XBB.1.5.11,28
XBB.1.5.12,71
XBB.1.5.13,55
XBB.1.5.14,6
XBB.1.5.15,49
XBB.1.5.16,36
XBB.1.5.17,37
XBB.1.5.18,34
XBB.1.5.19,40
XBB.1.5.2,2
XBB.1.5.20,28
XBB.1.5.21,10
XBB.1.5.22,7
XBB.1.5.23,97
XBB.1.5.24,197
XBB.1.5.25,13
XBB.1.5.27,1
XBB.1.5.3,6
XBB.1.5.30,3
XBB.1.5.31,9
XBB.1.5.32,38
XBB.1.5.33,16
XBB.1.5.34,4
XBB.1.5.35,23
XBB.1.5.36,3
XBB.1.5.37,108
XBB.1.5.38,10
XBB.1.5.39,38
XBB.1.5.4,36
XBB.1.5.40,3
XBB.1.5.41,47
XBB.1.5.42,8
XBB.1.5.43,40
XBB.1.5.45,2
XBB.1.5.46,9
XBB.1.5.47,16
XBB.1.5.48,14
XBB.1.5.49,41
XBB.1.5.5,266
XBB.1.5.50,10
XBB.1.5.51,20
XBB.1.5.52,8
XBB.1.5.55,14
XBB.1.5.56,1
XBB.1.5.57,23
XBB.1.5.59,34
XBB.1.5.6,2
XBB.1.5.60,1
XBB.1.5.61,11
XBB.1.5.62,23
XBB.1.5.63,5
XBB.1.5.64,4
XBB.1.5.65,22
XBB.1.5.66,13
XBB.1.5.67,21
XBB.1.5.68,2
XBB.1.5.69,13
XBB.1.5.7,39
XBB.1.5.70,6
XBB.1.5.72,1
XBB.1.5.73,15
XBB.1.5.74,1
XBB.1.5.75,2
XBB.1.5.76,24
XBB.1.5.77,8
XBB.1.5.78,31
XBB.1.5.79,2
XBB.1.5.80,22
XBB.1.5.81,1
XBB.1.5.83,21
XBB.1.5.85,2
XBB.1.5.86,48
XBB.1.5.88,1
XBB.1.5.9,3
XBB.1.5.90,51
XBB.1.5.91,30
XBB.1.5.93,2
XBB.1.5.94,18
XBB.1.5.95,8
XBB.1.5.96,11
XBB.1.5.97,7
XBB.1.5.98,5
XBB.1.5.99,1
XBB.1.9,58
XBB.1.9.1,698
XBB.1.9.2,398
XBB.1.9.7,18
XBB.2,59
XBB.2.1,2
XBB.2.3,412
XBB.2.3.1,5
XBB.2.3.10,4
XBB.2.3.11,49
XBB.2.3.12,16
XBB.2.3.13,2
XBB.2.3.14,2
XBB.2.3.2,532
XBB.2.3.3,146
XBB.2.3.4,12
XBB.2.3.5,38
XBB.2.3.6,90
XBB.2.3.7,10
XBB.2.3.8,97
XBB.2.3.9,21
XBB.2.5,5
XBB.2.6,1
XBB.2.7,1
XBB.2.8,10
XBB.2.9,1
XBB.3,12
XBB.3.2,2
XBB.8,3
XBB.8.1,1
XBB.9,18
XBC,1
XBC.1,83
XBC.1.1,5
XBC.1.3,79
XBC.1.5,48
XBC.1.6,3
XBC.1.6.1,10
XBC.1.6.2,17
XBC.1.6.3,1
XBC.1.6.4,4
XBE,21
XBF,190
XBF.3,10
XBF.4,1
XBF.5,4
XBF.6,2
XBF.7,9
XBH,4
XBJ,45
XBJ.1.1,24
XBJ.2,2
XBJ.4,40
XBK,4
XBK.1,1
XBL,52
XBL.1,18
XBL.2,29
XBL.3,114
XBL.3.1,13
XBQ,81
XBU,6
XCC,1
XCF,2
XCF.1,1
XCG,2
XCH,1
XCH.1,1
XCL,1
XCP,1
XE,3
XM,2
XN,2
XW,1
XZ,1
