lineage,group
BA.2.47,BA.2.47
BA.2.48,BA.2.48/BA.2.54
BA.2.52,BA.2.52
BA.2.53,BA.2.53
BA.2.73,BA.2.73
BA.2.74,BA.2.74
BA.2.75,BA.2.75/BA.2.75.1/BA.2.75.10/BL.3/BM.3
BA.2.75.2,BA.2.75.2/BA.2.75.7/BM.1.1/BM.1.1.3/BY.1/CA.3/XBH
BA.2.75.3,BA.2.75.3/BL.4
BA.2.75.4,BA.2.75.4
BA.2.75.5,BA.2.75.5/BN.6
BA.2.75.6,BA.2.75.6/BL.1/BL.1.1
BA.2.75.8,BA.2.75.8
BA.2.76,BA.2.76/BA.2.76.2
BA.2.79,BA.2.79
BA.2.82,BA.2.82
BA.2.86,BA.2.86
BA.2.86.1,BA.2.86.1/BA.2.86.2/BA.2.86.3/BA.2.86.4/JN.2
BA.3,BA.3
BA.4,BA.4/BA.4.1/BA.4.1.1/BA.4.1.2/BA.4.1.4/BA.4.1.6/BA.4.2/BA.4.4/BA.4.5/BA.5/BA.5.1/BA.5.1.1/BA.5.1.10/BA.5.1.15/BA.5.1.16/BA.5.1.17/BA.5.1.19/BA.5.1.2/BA.5.1.21/BA.5.1.22/BA.5.1.23/BA.5.1.24/BA.5.1.25/BA.5.1.3/BA.5.1.30/BA.5.1.32/BA.5.1.33/BA.5.1.34/BA.5.1.5/BA.5.1.6/BA.5.1.7/BA.5.2/BA.5.2.1/BA.5.2.12/BA.5.2.16/BA.5.2.19/BA.5.2.2/BA.5.2.20/BA.5.2.21/BA.5.2.22/BA.5.2.26/BA.5.2.27/BA.5.2.28/BA.5.2.29/BA.5.2.3/BA.5.2.33/BA.5.2.4/BA.5.2.48/BA.5.2.49/BA.5.2.50/BA.5.2.55/BA.5.2.62/BA.5.2.8/BA.5.2.9/BA.5.3/BA.5.3.1/BA.5.3.2/BA.5.3.3/BA.5.3.4/BA.5.5/BA.5.5.2/BA.5.6/BA.5.7/BA.5.8/BE.1/BE.1.1/BE.1.1.2/BE.1.4/BE.11/BE.12/BE.3/BE.4/BE.5/BF.1/BF.1.1/BF.10/BF.17/BF.18/BF.19/BF.2/BF.20/BF.21/BF.22/BF.23/BF.24/BF.26/BF.27/BF.28/BF.29/BF.3/BF.31/BF.31.1/BF.36/BF.38/BF.38.1/BF.38.3/BF.39/BF.41/BF.42/BF.5/BF.5.3/BF.5.4/BF.6/BF.8/BK.1/BT.1/BT.2/DY.1/DY.2/DY.3/DY.4/DZ.1/XAN/XAZ
BA.4.1.9,BA.4.1.9/BA.4.6/BA.4.6.4/BA.4.6.5/BA.5.1.26/BA.5.1.27/BA.5.1.28/BA.5.1.38/BA.5.1.9/BA.5.11/BA.5.12/BA.5.2.13/BA.5.2.34/BA.5.2.35/BA.5.2.44/BA.5.2.47/BA.5.2.6/BA.5.6.3/BE.4.1/BE.7/BE.8/BF.11/BF.11.1/BF.11.4/BF.11.5/BF.30/BF.41.1/BF.5.1/BF.7/BF.7.10/BF.7.13.2/BF.7.14/BF.7.14.1/BF.7.14.3/BF.7.14.4/BF.7.14.5/BF.7.14.6/BF.7.16/BF.7.17/BF.7.18/BF.7.19/BF.7.19.1/BF.7.20/BF.7.21/BF.7.22/BF.7.23/BF.7.24/BF.7.26/BF.7.3/BF.7.4/BF.7.4.1/BF.7.5/BF.7.5.1/BF.7.6/BF.7.7/BF.7.8/CP.1/CP.5/CP.6/CP.7/CP.8/CP.8.1/EB.1/XBE
BA.4.6.1,BA.4.6.1
BA.4.6.2,BA.4.6.2/BE.1.2.1/CP.1.1
BA.4.6.3,BA.4.6.3/CK.1.2
BA.4.7,BA.4.7/BA.5.2.57/BA.5.2.58/BF.13
BA.5.1.11,BA.5.1.11
BA.5.1.12,BA.5.1.12/BF.25/BF.38.2/BF.40/BF.5.2
BA.5.1.29,BA.5.1.29/BA.5.2.24
BA.5.1.31,BA.5.1.31
BA.5.1.35,BA.5.1.35
BA.5.1.37,BA.5.1.37
BA.5.10,BA.5.10
BA.5.10.1,BA.5.10.1/DF.1
BA.5.2.14,BA.5.2.14/BA.5.2.56/BA.5.2.7/CG.1/CY.2
BA.5.2.18,BA.5.2.18/BF.16
BA.5.2.23,BA.5.2.23
BA.5.2.25,BA.5.2.25
BA.5.2.30,BA.5.2.30/BF.37
BA.5.2.31,BA.5.2.31
BA.5.2.32,BA.5.2.32/BA.5.2.52/BA.5.2.54/BA.5.2.60/BA.5.5.1/BF.14/BF.32/BF.35/CN.1
BA.5.2.36,BA.5.2.36/BA.5.6.2
BA.5.2.37,BA.5.2.37/CR.2
BA.5.2.38,BA.5.2.38
BA.5.2.43,BA.5.2.43
BA.5.2.46,BA.5.2.46/BE.10/BE.9/BQ.1.10/BQ.1.11.1/BQ.1.12/BQ.1.13/BQ.1.14/BQ.1.15/BQ.1.16/BQ.1.2/BQ.1.3/BQ.1.3.1/BQ.1.3.2/BQ.1.5/BQ.1.8.2
BA.5.2.61,BA.5.2.61
BA.5.9,BA.5.9/CE.1
BE.1.1.1,BE.1.1.1
BE.1.3,BE.1.3
BE.1.4.2,BE.1.4.2
BE.4.1.1,BE.4.1.1/CQ.1/CR.1/CR.1.1
BE.4.2,BE.4.2/CK.1.1/CK.2.1/CK.3/DJ.1.1/DL.1
BF.10.1,BF.10.1
BF.12,BF.12
BF.15,BF.15
BF.3.1,BF.3.1
BF.4,BF.4
BF.5.5,BF.5.5
BF.7.1,BF.7.1
BF.7.14.2,BF.7.14.2
BF.7.15,BF.7.15
BF.7.4.3,BF.7.4.3
BH.1,BH.1
BL.1.4,BL.1.4
BL.1.5,BL.1.5
BL.2,BL.2
BL.6,BL.6
BM.1,BM.1/BM.4.1
BM.1.1.1,BM.1.1.1
BM.2,BM.2
BM.2.1,BM.2.1/CB.1
BM.2.2,BM.2.2
BM.4.1.1,BM.4.1.1
BN.1,BN.1/BN.1.11/BN.1.2/BN.1.2.2/BN.1.2.3/BN.1.2.4/BN.1.2.6/BN.1.2.7/BN.1.3/BN.1.3.1/BN.1.3.10/BN.1.3.12/BN.1.3.5/BN.1.3.6/BN.1.3.7/BN.1.3.8/BN.1.3.9/BN.1.4/BN.1.4.3/BN.1.4.5/BN.1.5/BN.1.9/EJ.1/EJ.2/EJ.3/FR.1/FR.1.1/FR.1.3/FR.1.4/FR.1.5/FR.2
BN.1.1,BN.1.1/BN.1.1.1
BN.1.10,BN.1.10
BN.1.2.1,BN.1.2.1
BN.1.2.5,BN.1.2.5/FR.1.2
BN.1.3.13,BN.1.3.13/BN.1.3.2/BN.1.3.4
BN.1.5.1,BN.1.5.1
BN.3.1,BN.3.1
BN.4,BN.4
BN.5,BN.5
BQ.1,BQ.1
BQ.1.1,BQ.1.1/BQ.1.1.13/BQ.1.1.15/BQ.1.1.17/BQ.1.1.22/BQ.1.1.27/BQ.1.1.28/BQ.1.1.36/BQ.1.1.4/BQ.1.1.42/BQ.1.1.43/BQ.1.1.49/BQ.1.1.5/BQ.1.1.53/BQ.1.1.56/BQ.1.1.58/BQ.1.1.6/BQ.1.1.64/BQ.1.1.67/BQ.1.1.68/BQ.1.1.69/BQ.1.1.7/BQ.1.1.74/BQ.1.1.76/BQ.1.1.78/BQ.1.1.8/BQ.1.22/BQ.1.24/BQ.1.25/BQ.1.9/DB.1/DN.3/ED.1/ED.2/EE.1/EF.1/EF.1.1/EF.3/FM.1/FM.2
BQ.1.1.1,BQ.1.1.1
BQ.1.1.10,BQ.1.1.10/BQ.1.1.19/BQ.1.25.1/EE.3/EF.1.2
BQ.1.1.11,BQ.1.1.11
BQ.1.1.18,BQ.1.1.18/BQ.1.1.24/BQ.1.1.41/BQ.1.1.52/BQ.1.1.70/BQ.1.1.72/EE.2
BQ.1.1.2,BQ.1.1.2
BQ.1.1.23,BQ.1.1.23
BQ.1.1.26,BQ.1.1.26
BQ.1.1.3,BQ.1.1.3/BQ.1.1.40
BQ.1.1.31,BQ.1.1.31
BQ.1.1.32,BQ.1.1.32
BQ.1.1.35,BQ.1.1.35
BQ.1.1.37,BQ.1.1.37
BQ.1.1.38,BQ.1.1.38/BQ.1.1.39/EW.2/FQ.1
BQ.1.1.44,BQ.1.1.44
BQ.1.1.45,BQ.1.1.45
BQ.1.1.46,BQ.1.1.46/EN.1/EY.1
BQ.1.1.47,BQ.1.1.47/BQ.1.1.65
BQ.1.1.51,BQ.1.1.51
BQ.1.1.57,BQ.1.1.57
BQ.1.1.66,BQ.1.1.66/DN.1.1
BQ.1.1.73,BQ.1.1.73
BQ.1.1.77,BQ.1.1.77/BQ.1.18
BQ.1.10.1,BQ.1.10.1
BQ.1.10.2,BQ.1.10.2
BQ.1.11,BQ.1.11/BQ.1.2.1
BQ.1.13.1,BQ.1.13.1
BQ.1.19,BQ.1.19
BQ.1.2.3,BQ.1.2.3/BQ.1.23/BQ.1.4/BQ.1.6/BQ.1.8
BQ.1.20,BQ.1.20
BQ.1.21,BQ.1.21
BQ.1.27,BQ.1.27
BQ.1.28,BQ.1.28
BQ.1.31,BQ.1.31
BR.2,BR.2/BR.2.1
BR.3,BR.3
BR.5,BR.5/BR.5.1
BS.1,BS.1
BS.1.1,BS.1.1
BU.1,BU.1
BU.3,BU.3
BW.1.1,BW.1.1
BW.1.1.2,BW.1.1.2
CA.1,CA.1
CA.2,CA.2
CA.3.1,CA.3.1
CH.1,CH.1
CH.1.1,CH.1.1/CH.1.1.1/CH.1.1.10/CH.1.1.11/CH.1.1.15/CH.1.1.16/CH.1.1.18/CH.1.1.19/CH.1.1.2/CH.1.1.24/CH.1.1.25/CH.1.1.26/CH.1.1.27/CH.1.1.28/CH.1.1.7/DV.1.1/DV.3/DV.3.1/DV.5/DV.6.2/FK.1/FK.1.1/FK.1.1.2/FK.1.2.1/FK.1.3/FK.1.3.2/FK.1.5/FS.1/GP.2/JL.1
CH.1.1.12,CH.1.1.12
CH.1.1.21,CH.1.1.21
CH.1.1.3,CH.1.1.3
CH.1.1.32,CH.1.1.32
CH.2,CH.2
CJ.1,CJ.1
CJ.1.1,CJ.1.1
CJ.1.2,CJ.1.2/CJ.1.3/CJ.1.3.1/CJ.1.3.2/XBF/XBF.3/XBF.4/XBF.5/XBF.7/XBK.1/XBQ
CK.1,CK.1
CK.1.1.1,CK.1.1.1
CK.1.1.2,CK.1.1.2/CK.1.4
CK.2,CK.2
CK.2.1.1,CK.2.1.1
CL.1,CL.1
CM.1,CM.1
CM.10,CM.10
CM.2.1,CM.2.1/CM.8.1
CM.3,CM.3
CM.4.1,CM.4.1
CM.5.1,CM.5.1
CM.5.2,CM.5.2/XBJ.1.1/XBJ.4
CM.6,CM.6
CM.7,CM.7
CM.8,CM.8
CM.8.1.1,CM.8.1.1
CM.8.1.2,CM.8.1.2
CM.8.1.4,CM.8.1.4
CM.8.1.5,CM.8.1.5
CP.2,CP.2
CQ.2,CQ.2
CR.1.3,CR.1.3
CT.1,CT.1
DA.1,DA.1
DF.1.1,DF.1.1
DG.1,DG.1
DJ.1.2,DJ.1.2
DK.1,DK.1
DN.2,DN.2
DN.3.1,DN.3.1/FC.1
DQ.1,DQ.1
DT.2,DT.2
DU.1,DU.1
DV.1,DV.1/DV.4/DV.6
DV.6.1,DV.6.1/DV.7
DV.7.1,DV.7.1/DV.7.1.2
EC.1.1,EC.1.1
EG.1,EG.1/EG.1.5/EG.13/EG.4.3/EM.1/FL.10.1/FL.13/FL.16/FL.2/FL.2.3/FL.21.1/FL.21.2/FL.24/FL.4/FL.4.5/FY.2/FY.6/XBB.1.22/XBB.1.22.2/XBB.1.42.2/XBB.1.5.1/XBB.1.5.23/XBB.1.5.5/XBB.1.5.52/XBB.1.5.56/XBB.1.5.80/XBB.1.5.9/XBB.1.5.94/XBB.1.5.96/XBB.1.9.1/XBB.1.9.2
EG.1.2,EG.1.2/EG.1.3/EG.1.4/EG.1.4.1/EG.1.6/EG.1.8/EG.4/FG.3/FL.1/FL.1.2/FL.12/FL.17/FL.18.1/FL.2.1/FL.2.6/FL.23.1/FL.27/FL.3/FL.3.1/FL.3.3/FL.31/FL.35/FL.5/FP.1/FP.4/FY.1.2/FY.2.1/FY.3.3/FZ.1.1/GA.3/GC.1/GN.3/GW.3/HT.2/JD.2/XBB.1.11.1/XBB.1.17.1/XBB.1.18.1/XBB.1.24/XBB.1.34/XBB.1.37.1/XBB.1.45.1/XBB.1.5/XBB.1.5.104/XBB.1.5.11/XBB.1.5.13/XBB.1.5.15/XBB.1.5.17/XBB.1.5.2/XBB.1.5.21/XBB.1.5.24/XBB.1.5.25/XBB.1.5.32/XBB.1.5.34/XBB.1.5.35/XBB.1.5.37/XBB.1.5.38/XBB.1.5.4/XBB.1.5.43/XBB.1.5.46/XBB.1.5.47/XBB.1.5.61/XBB.1.5.62/XBB.1.5.63/XBB.1.5.65/XBB.1.5.66/XBB.1.5.67/XBB.1.5.7/XBB.1.5.75/XBB.1.5.76/XBB.1.5.77/XBB.1.5.79/XBB.1.5.83/XBB.1.5.86/XBB.1.5.88/XBB.1.5.91/XBB.1.5.97/XBB.1.5.99/XBL/XCC
EG.10.1,EG.10.1
EG.11,EG.11/EG.14/EG.4.4/FL.19/FL.2.5/FY.1.1/XBB.1.22.3/XBB.1.42/XBB.1.5.49/XBB.1.5.6/XBB.1.5.64/XBB.1.5.90/XBL.3/XBL.3.1
EG.2,EG.2/EG.2.3/EG.4.5/FL.1.4/FL.2.2/FL.2.2.1/FP.2.1/FU.1/FU.3/GV.1/GY.1/XBB.1.16.13/XBB.1.16.23/XBB.1.16.3/XBB.1.16.4/XBB.1.16.5/XBB.1.5.45/XBB.1.5.85
EG.2.2,EG.2.2/FY.1/GY.7/HF.1/HS.1/XBB.1.16/XBB.1.16.1/XBB.1.16.10/XBB.1.16.19/XBB.1.16.2/XBB.1.16.21/XBB.1.16.24/XBB.1.16.7/XBB.1.16.8/XBB.1.9.7
EG.2.5,EG.2.5
EG.4.1,EG.4.1/GA.1/XBB.1.5.93/XBB.8.1
EG.5,EG.5/EG.5.1/JG.2
EG.5.1.1,EG.5.1.1/EG.5.1.2/EG.5.1.4/EG.5.2/FE.1.1/FE.1.2/FL.15
EG.5.1.3,EG.5.1.3/EG.5.1.5/EG.5.1.7/EG.5.1.9/EG.6/EG.6.1/FD.1.1/FL.19.1/FL.21/GN.1/GW.1.1/HK.5/XBB.1.5.10/XBB.1.5.72/XCF
EG.5.1.6,EG.5.1.6
EG.5.1.8,EG.5.1.8/GK.1/GK.1.3/HK.3/JD.1/XCH.1/XCL
EG.5.2.2,EG.5.2.2/FL.1.5/FL.15.3/HK.11
EG.7,EG.7
EG.8,EG.8/FL.13.1/FL.2.4/FL.25/FL.33/FL.34/FL.4.10/FL.5.1/FL.7/FY.1.3/FY.3.2/GF.1/GW.1/HP.1/XBB.1.44.1/XBB.1.5.12/XBB.1.5.14/XBB.1.5.48/XBB.1.5.50/XBB.1.5.57
EG.9.1,EG.9.1
EK.4,EK.4
EL.1,EL.1/FD.2/FL.26/FL.6/XBB.1.34.1/XBB.1.43.1/XBB.1.5.20/XBB.1.5.22
EP.1.1.1,EP.1.1.1
EQ.1,EQ.1
EU.1.1,EU.1.1
EZ.1,EZ.1
FB.1,FB.1
FD.3,FD.3
FD.4,FD.4
FE.1,FE.1/FE.1.1.3
FL.1.1,FL.1.1/FL.1.6/FL.11
FL.1.3,FL.1.3
FL.1.5.1,FL.1.5.1
FL.1.5.2,FL.1.5.2
FL.10,FL.10/FL.18/XBB.1.5.39
FL.13.2,FL.13.2
FL.13.3,FL.13.3
FL.14,FL.14/FL.3.2/FL.4.6/XBB.1.22.1/XBB.1.5.19/XBB.1.5.31/XBB.1.5.78/XBL.1
FL.15.1,FL.15.1/GK.2/JG.3
FL.15.1.1,FL.15.1.1/JD.1.1/XCP
FL.15.2,FL.15.2
FL.17.2,FL.17.2/FL.4.7
FL.2.3.1,FL.2.3.1
FL.20.1,FL.20.1
FL.22,FL.22/XBB.1.5.33/XBL.2
FL.23,FL.23
FL.29,FL.29
FL.4.1,FL.4.1
FL.4.1.1,FL.4.1.1
FL.4.11,FL.4.11
FL.4.2,FL.4.2
FL.4.3,FL.4.3
FL.4.8,FL.4.8/FU.2/FY.5/GY.3/XBB.1.16.17/XBB.1.16.22/XBB.1.5.81
FL.8,FL.8
FP.2.1.2,FP.2.1.2
FP.3,FP.3
FT.3,FT.3
FU.2.1,FU.2.1
FU.3.1,FU.3.1
FU.4,FU.4
FV.1,FV.1
FW.2,FW.2/XBB.1.28.1
FY.3,FY.3/XBB.1.5.55/XBB.1.5.95
FY.3.1,FY.3.1/HC.1/XBB.1.5.100/XBB.1.5.16
FY.4.1.2,FY.4.1.2
FY.4.2,FY.4.2
GA.2,GA.2
GA.6,GA.6
GB.1,GB.1
GB.2,GB.2/XBB.1.16.12
GD.1,GD.1/XBB.1.40
GE.1,GE.1/GE.1.3/GJ.1.2.6/GJ.1.2.7/GJ.5/HG.1
GJ.1,GJ.1/GJ.1.2.3/XBB.2.3.10/XBB.2.3.3/XBB.2.3.9
GJ.1.1,GJ.1.1/GJ.1.2/GJ.3/HH.1.1/XBB.2.3
GJ.1.2.1,GJ.1.2.1/JE.1/JE.1.1
GJ.1.2.4,GJ.1.2.4
GJ.2,GJ.2
GJ.4,GJ.4
GK.1.1,GK.1.1
GK.1.4,GK.1.4
GK.2.1,GK.2.1
GK.2.2,GK.2.2/JJ.1/XBB.1.5.70
GK.3.1,GK.3.1
GL.1,GL.1
GM.1,GM.1
GM.3,GM.3/GM.3.1/HH.2/XBB.2.3.14
GP.1,GP.1
GQ.1,GQ.1
GR.1,GR.1/XBB.1.5.42
GS.1,GS.1
GS.4.1,GS.4.1
GW.5,GW.5/GW.5.1
GY.2,GY.2
GY.2.1,GY.2.1
GY.4,GY.4
GY.5,GY.5/GY.6
GY.8,GY.8/HN.1/JF.2
HA.2,HA.2
HH.1,HH.1/XBB.2.3.2
HK.1,HK.1
HK.2,HK.2
HK.3.1,HK.3.1
HK.3.2,HK.3.2
HK.3.3,HK.3.3
HK.6,HK.6
HK.7,HK.7
HK.8,HK.8/XCH
HL.2,HL.2
HT.1,HT.1
HU.1.1,HU.1.1
HV.1,HV.1
HW.1,HW.1/XBC.1.6/XBC.1.6.1/XBC.1.6.2/XBC.1.6.4
HW.1.1,HW.1.1
HZ.2,HZ.2
JA.1,JA.1
JC.1,JC.1/XBB.1.41.1
JD.1.1.1,JD.1.1.1
JD.1.1.3,JD.1.1.3
JF.1,JF.1
JN.1,JN.1
UNASSIGNED,UNASSIGNED
XAK,XAK
XAY.1.1.1,XAY.1.1.1
XBB,XBB
XBB.1,XBB.1/XBB.1.1/XBB.1.35
XBB.1.10,XBB.1.10
XBB.1.13,XBB.1.13/XBB.1.36
XBB.1.15,XBB.1.15/XBB.1.37/XBB.1.4.1/XBB.1.43/XBB.1.44/XBB.1.46/XBB.1.47
XBB.1.16.11,XBB.1.16.11
XBB.1.16.14,XBB.1.16.14
XBB.1.16.15,XBB.1.16.15
XBB.1.16.18,XBB.1.16.18/XBB.1.16.20
XBB.1.16.6,XBB.1.16.6/XBB.1.16.9
XBB.1.19.1,XBB.1.19.1/XBB.1.5.51/XBB.1.5.69
XBB.1.24.1,XBB.1.24.1
XBB.1.24.3,XBB.1.24.3
XBB.1.31,XBB.1.31
XBB.1.31.2,XBB.1.31.2
XBB.1.32,XBB.1.32
XBB.1.33,XBB.1.33
XBB.1.38,XBB.1.38
XBB.1.39,XBB.1.39
XBB.1.41,XBB.1.41
XBB.1.41.2,XBB.1.41.2
XBB.1.42.1,XBB.1.42.1
XBB.1.47.1,XBB.1.47.1
XBB.1.5.101,XBB.1.5.101
XBB.1.5.18,XBB.1.5.18
XBB.1.5.27,XBB.1.5.27
XBB.1.5.3,XBB.1.5.3
XBB.1.5.30,XBB.1.5.30
XBB.1.5.36,XBB.1.5.36
XBB.1.5.40,XBB.1.5.40
XBB.1.5.41,XBB.1.5.41
XBB.1.5.59,XBB.1.5.59
XBB.1.5.60,XBB.1.5.60
XBB.1.5.68,XBB.1.5.68
XBB.1.5.73,XBB.1.5.73
XBB.1.5.74,XBB.1.5.74
XBB.1.5.98,XBB.1.5.98
XBB.1.9,XBB.1.9
XBB.2,XBB.2
XBB.2.1,XBB.2.1/XBB.3/XBB.8
XBB.2.3.1,XBB.2.3.1
XBB.2.3.11,XBB.2.3.11
XBB.2.3.12,XBB.2.3.12
XBB.2.3.13,XBB.2.3.13/XBB.2.3.6
XBB.2.3.4,XBB.2.3.4
XBB.2.3.5,XBB.2.3.5
XBB.2.3.7,XBB.2.3.7
XBB.2.3.8,XBB.2.3.8
XBB.2.5,XBB.2.5
XBB.2.6,XBB.2.6/XBB.2.7
XBB.2.8,XBB.2.8
XBB.2.9,XBB.2.9
XBB.3.2,XBB.3.2/XBB.9
XBC,XBC
XBC.1,XBC.1/XBC.1.1/XBC.1.3/XBC.1.5
XBC.1.6.3,XBC.1.6.3
XBF.6,XBF.6
XBJ.2,XBJ.2
XBK,XBK
XBU,XBU
XCF.1,XCF.1
XCG,XCG
XM,XM
nan,nan
