lineages_l,number_genomes_per_lineage
BF.3,32
BF.3.1,3
BF.30,2
BF.31,12
BF.34,2
BF.36,179
BF.38,11
BF.38.1,1
BF.39,65
BF.4,121
BF.40,5
BF.41,25
BF.5,2283
BF.5.1,2
BF.5.5,51
BF.6,62
BF.7,3879
BF.7.1,1
BF.7.10,12
BF.7.11,13
BF.7.12,4
BF.7.13,2
BF.7.13.1,1
BF.7.13.2,17
BF.7.14,4
BF.7.16,8
BF.7.19,59
BF.7.2,208
BF.7.20,733
BF.7.21,50
BF.7.22,98
BF.7.23,215
BF.7.24,250
BF.7.26,47
BF.7.3,7
BF.7.4,375
BF.7.4.1,18
BF.7.4.2,48
BF.7.5,846
BF.7.5.1,47
BF.7.6,283
BF.7.7,27
BF.7.8,15
BF.7.9,3
BF.8,66
BF.9,3
BG.2,57
BG.4,5
BG.5,16
BH.1,1
BJ.1,1
BK.1,10
BL.1,36
BL.1.3,1
BL.2,36
BL.3,24
BL.5,26
BM.1,1
BM.1.1,36
BM.1.1.1,7
BM.1.1.3,73
BM.1.1.4,1
BM.1.1.5,1
BM.2,8
BM.3,1
BM.4.1.1,14
BM.5,9
BM.6,1
BN.1,313
BN.1.1,5
BN.1.1.1,11
BN.1.10,4
BN.1.2,453
BN.1.2.1,199
BN.1.2.2,7
BN.1.2.3,15
BN.1.2.4,28
BN.1.2.5,2
BN.1.2.6,2
BN.1.3,411
BN.1.3.1,1155
BN.1.3.12,39
BN.1.3.3,2
BN.1.3.5,5
BN.1.3.6,12
BN.1.3.7,28
BN.1.3.8,2
BN.1.3.9,2
BN.1.4,79
BN.1.4.1,1
BN.1.4.2,1
BN.1.4.3,30
BN.1.4.4,1070
BN.1.4.5,2
BN.1.5,140
BN.1.6,9
BN.1.7,30
BN.1.8,3
BN.1.9,4
BN.2,1
BN.3,1
BN.3.1,40
BN.5,2
BN.6,8
BQ.1,949
BQ.1.1,6087
BQ.1.1.1,105
BQ.1.1.10,141
BQ.1.1.11,40
BQ.1.1.12,1
BQ.1.1.13,34
BQ.1.1.15,125
BQ.1.1.17,20
BQ.1.1.18,129
BQ.1.1.19,14
BQ.1.1.2,136
BQ.1.1.20,4236
BQ.1.1.21,1
BQ.1.1.22,78
BQ.1.1.23,64
BQ.1.1.24,209
BQ.1.1.26,92
BQ.1.1.27,1
BQ.1.1.28,5
BQ.1.1.29,27
BQ.1.1.3,149
BQ.1.1.31,6
BQ.1.1.32,4
BQ.1.1.34,4
BQ.1.1.35,1
BQ.1.1.36,5
BQ.1.1.37,6
BQ.1.1.38,2
BQ.1.1.4,138
BQ.1.1.40,1
BQ.1.1.41,4
BQ.1.1.42,14
BQ.1.1.44,78
BQ.1.1.45,60
BQ.1.1.46,11
BQ.1.1.47,16
BQ.1.1.5,106
BQ.1.1.51,5
BQ.1.1.52,23
BQ.1.1.53,12
BQ.1.1.56,4
BQ.1.1.57,2
BQ.1.1.58,3
BQ.1.1.59,50
BQ.1.1.6,18
BQ.1.1.60,3
BQ.1.1.63,3
BQ.1.1.66,3
BQ.1.1.67,139
BQ.1.1.68,4
BQ.1.1.69,61
BQ.1.1.7,114
BQ.1.1.72,3
BQ.1.1.77,1
BQ.1.1.79,13
BQ.1.1.8,39
BQ.1.10,268
BQ.1.10.1,263
BQ.1.10.3,5
BQ.1.11,393
BQ.1.12,9
BQ.1.13,24
BQ.1.13.1,168
BQ.1.14,31
BQ.1.15,23
BQ.1.16,10
BQ.1.17,72
BQ.1.18,795
BQ.1.19,5
BQ.1.2,208
BQ.1.2.1,3
BQ.1.2.3,15
BQ.1.20,21
BQ.1.21,7
BQ.1.22,19
BQ.1.23,160
BQ.1.24,1
BQ.1.25,22
BQ.1.26,22
BQ.1.26.1,302
BQ.1.26.2,1
BQ.1.28,1
BQ.1.3,8
BQ.1.3.1,120
BQ.1.3.2,29
BQ.1.31,14
BQ.1.33,5
BQ.1.4,71
BQ.1.5,245
BQ.1.6,11
BQ.1.8,375
BQ.1.8.2,22
BR.1,47
BR.2,27
BR.2.1,143
BR.3,3
BR.4,1
BS.1,1
BS.1.1,20
BS.1.2,1
BT.1,12
BT.2,161
BU.1,2
BU.2,1
BU.3,1
BV.1,39
BV.2,2
BW.1,12
BW.1.1,3
BW.1.1.1,2
BY.1,21
BY.1.1.1,9
BZ.1,133
CA.2,9
CA.3,5
CA.3.1,1
CA.6,2
CA.7,15
CB.1,52
CC.1,1
CD.1,2
CE.1,5
CG.1,58
CH.1.1,837
CH.1.1.1,125
CH.1.1.10,25
CH.1.1.11,18
CH.1.1.12,545
CH.1.1.13,10
CH.1.1.15,22
CH.1.1.16,21
CH.1.1.17,1
CH.1.1.19,21
CH.1.1.2,165
CH.1.1.22,30
CH.1.1.24,22
CH.1.1.25,145
CH.1.1.26,1
CH.1.1.28,32
CH.1.1.3,1
CH.1.1.30,3
CH.1.1.32,12
CH.1.1.4,1
CH.1.1.5,251
CH.1.1.6,3
CH.1.1.7,2
CH.1.1.8,5
CH.1.1.9,3
CH.2,2
CH.3,1
CJ.1,2
CJ.1.2,132
CJ.1.3.2,1
CK.1,29
CK.1.2,1
CK.1.3,1
CK.1.4,3
CK.2,1
CK.2.1,118
CK.2.1.1,69
CK.3,8
CL.1,331
CL.1.1,7
CL.1.3,18
CM.1,8
CM.10,1
CM.2,124
CM.2.1,1
CM.3,2
CM.4,20
CM.5,18
CM.7.1,1
CM.8.1,1
CM.8.1.4,7
CN.1,47
CP.1,11
CP.1.1,3
CP.1.2,7
CP.1.3,1
CP.2,1
CP.4,44
CP.5,5
CP.8,12
CQ.1,32
CQ.2,65
CR.1,19
CR.1.1,8
CR.1.3,38
CR.2,1
CS.1,2
CU.1,1
CV.1,58
CY.1,7
CZ.2,5
DB.1,51
DB.2,9
DC.1,21
DE.1,20
DE.2,10
DF.1,67
DG.1,6
DH.1,107
DJ.1.1,16
DK.1,1
DL.1,5
DM.1,1
DN.1,7
DN.1.1,77
DN.2,1
DS.1,15
DS.3,762
DU.1,8
DV.1.1,4
DV.2,1
DV.3,3
DV.3.1,1
DV.6,120
DV.6.1,18
DV.6.2,1
DV.7,2
DV.7.1,53
DV.7.1.1,4
DV.7.1.2,4
DV.7.1.3,13
DV.8,6
DY.1,1
EA.1,7
EC.1.1,6
ED.2,15
EE.1,6
EE.2,5
EE.5,2
EF.1,129
EF.1.1,49
EF.1.2,19
EF.1.3,8
EF.2,1
EF.3,7
EG.1,100
EG.1.2,23
EG.1.3,70
EG.1.4,6
EG.1.5,10
EG.1.6,26
EG.1.7,1
EG.10.1,26
EG.11,1
EG.13,5
EG.2,7
EG.3,113
EG.4,10
EG.4.5,2
EG.5,4
EG.5.1,211
EG.5.1.1,372
EG.5.1.2,1
EG.5.1.3,369
EG.5.1.4,50
EG.5.1.5,13
EG.5.1.6,32
EG.5.1.7,5
EG.5.1.8,35
EG.5.1.9,12
EG.5.2,11
EG.5.2.1,2
EG.5.2.2,2
EG.5.2.3,5
EG.6.1,36
EG.7,3
EG.8,38
EH.1,2
EJ.1,2
EJ.2,3
EK.3,7
EK.4,2
EL.1,13
EM.1,12
EN.1,16
EQ.1,25
ET.1,1
EU.1,2
EU.1.1,131
EU.1.1.1,6
EU.1.1.2,12
EW.1,1
EW.2,1
EW.3,1
FA.2,99
FB.1,3
FD.1.1,1
FD.4,4
FD.4.1,8
FE.1,6
FE.1.1,5
FE.1.1.1,3
FE.1.2,7
FG.3,11
FH.1,9
FJ.1,1
FK.1,1
FK.1.1,14
FK.1.2,4
FK.1.2.1,74
FL.1,11
FL.1.2,5
FL.1.4,1
FL.1.5,8
FL.1.5.1,186
FL.1.5.2,28
FL.10,28
FL.10.1,6
FL.10.3,1
FL.11,14
FL.12,11
FL.13,21
FL.13.1,1
FL.13.2,1
FL.13.3,59
FL.14,3
FL.15,14
FL.15.1,1
FL.15.1.1,32
FL.15.2,6
FL.16,1
FL.17,1
FL.18,10
FL.19,1
FL.2,31
FL.2.1,8
FL.2.3,1
FL.2.4,3
FL.20,13
FL.20.1,16
FL.20.2,9
FL.21,2
FL.22,2
FL.24,11
FL.25,5
FL.26,14
FL.26.1,2
FL.27,13
FL.29,2
FL.3,13
FL.3.1,96
FL.3.2,13
FL.31,1
FL.33,1
FL.35,3
FL.36,5
FL.4,29
FL.4.5,4
FL.5,62
FL.7,13
FL.8,51
FL.9,5
FM.2,6
FS.1,239
FU.1,10
FU.2,7
FU.2.1,4
FU.5,5
FW.1,1
FW.1.1,4
FW.2,1
FY.1,3
FY.1.2,9
FY.2,4
FY.2.1,3
FY.4.1.2,1
FY.5,7
FY.6,5
GA.1,1
GA.2,1
GA.3,1
GA.4,1
GA.4.1,4
GA.5,1
GA.6,1
GB.1,3
GB.2,1
GC.1,1
GE.1,58
GE.1.1,5
GE.1.2,7
GE.1.3,3
GF.1,3
GG.1,1
GJ.1.2,30
GJ.1.2.2,1
GJ.2,8
GJ.3,4
GJ.5.1,2
GK.1,20
GK.1.1,39
GK.1.2,10
GK.1.3,10
GK.2,6
GK.2.1,21
GK.2.1.1,1
GK.2.2,4
GK.2.3,1
GK.3.1,1
GK.4,4
GL.1,6
GM.2,2
GN.1,1
GN.3,4
GP.1,5
GP.2,61
GP.3,4
GS.1,4
GS.3,3
GS.4,18
GS.4.1,54
GS.5,10
GW.5,9
GW.5.1,2
GW.5.1.1,9
GY.1,5
GY.2.1,1
GY.5,1
GY.8,1
GZ.1,5
HA.2,3
HC.2,4
HF.1,29
HH.1,3
HH.2,3
HK.1,9
HK.11,13
HK.2,18
HK.3,294
HK.3.1,17
HK.3.2,16
HK.3.3,1
HK.4,1
HK.5,2
HK.6,41
HK.7,3
HK.8,2
HN.1,9
HP.1.1,2
HR.1,1
HS.1,5
HT.1,2
HV.1,324
HW.1.1,52
HY.1,1
HZ.1,3
HZ.2,1
JA.1,2
JD.1,4
JD.1.1,99
JD.1.1.1,7
JD.1.1.3,4
JD.2,3
JE.1,7
JE.1.1,5
JF.1,18
JG.1,3
JG.2,14
JG.3,282
JH.2,1
JJ.1,8
JM.1,2
JM.2,4
JN.1,401
JN.2,63
JN.3,18
JQ.1,57
NONE,1
XAB,5
XAC,3
XAF,1
XAG,5
XAK,2
XAL,16
XAM,8
XAN,25
XAP,1
XAU,2
XAY.1,1
XAY.1.1,5
XAY.1.1.1,1
XAY.2,249
XAY.2.1,158
XAY.2.2,135
XAY.2.3,172
XAZ,131
XBB,128
XBB.1,925
XBB.1.1,12
XBB.1.11.1,7
XBB.1.13.1,1
XBB.1.14,4
XBB.1.15,9
XBB.1.16,151
XBB.1.16.1,21
XBB.1.16.10,2
XBB.1.16.11,87
XBB.1.16.12,3
XBB.1.16.14,5
XBB.1.16.15,49
XBB.1.16.16,1
XBB.1.16.17,32
XBB.1.16.18,2
XBB.1.16.19,7
XBB.1.16.2,20
XBB.1.16.21,5
XBB.1.16.23,1
XBB.1.16.24,3
XBB.1.16.4,1
XBB.1.16.5,1
XBB.1.16.6,116
XBB.1.16.9,2
XBB.1.17.1,11
XBB.1.18,1
XBB.1.18.1,7
XBB.1.19.1,5
XBB.1.21,1
XBB.1.22,5
XBB.1.22.1,11
XBB.1.22.2,23
XBB.1.28.1,4
XBB.1.29,1
XBB.1.3,1
XBB.1.32,2
XBB.1.33,5
XBB.1.34,2
XBB.1.34.2,4
XBB.1.36,1
XBB.1.37,1
XBB.1.37.1,2
XBB.1.4,8
XBB.1.4.1,303
XBB.1.41,1
XBB.1.41.1,10
XBB.1.41.2,1
XBB.1.42,4
XBB.1.42.1,31
XBB.1.42.2,2
XBB.1.43,1
XBB.1.44,2
XBB.1.46,2
XBB.1.5,1854
XBB.1.5.1,3
XBB.1.5.10,12
XBB.1.5.100,1
XBB.1.5.101,19
XBB.1.5.103,3
XBB.1.5.104,2
XBB.1.5.105,2
XBB.1.5.11,6
XBB.1.5.12,88
XBB.1.5.13,128
XBB.1.5.14,20
XBB.1.5.15,31
XBB.1.5.16,53
XBB.1.5.17,5
XBB.1.5.18,33
XBB.1.5.19,17
XBB.1.5.2,6
XBB.1.5.20,40
XBB.1.5.21,9
XBB.1.5.22,4
XBB.1.5.23,36
XBB.1.5.24,129
XBB.1.5.25,1
XBB.1.5.26,1
XBB.1.5.28,1
XBB.1.5.3,5
XBB.1.5.30,2
XBB.1.5.31,9
XBB.1.5.32,2
XBB.1.5.33,6
XBB.1.5.34,3
XBB.1.5.35,55
XBB.1.5.36,3
XBB.1.5.37,28
XBB.1.5.38,12
XBB.1.5.4,44
XBB.1.5.40,1
XBB.1.5.46,150
XBB.1.5.47,11
XBB.1.5.48,27
XBB.1.5.49,2
XBB.1.5.5,14
XBB.1.5.51,6
XBB.1.5.52,17
XBB.1.5.55,1
XBB.1.5.57,3
XBB.1.5.59,13
XBB.1.5.60,19
XBB.1.5.61,1
XBB.1.5.62,7
XBB.1.5.63,11
XBB.1.5.65,90
XBB.1.5.66,10
XBB.1.5.67,5
XBB.1.5.69,3
XBB.1.5.7,163
XBB.1.5.70,6
XBB.1.5.71,8
XBB.1.5.72,12
XBB.1.5.75,4
XBB.1.5.77,11
XBB.1.5.79,8
XBB.1.5.8,19
XBB.1.5.80,9
XBB.1.5.81,1
XBB.1.5.83,3
XBB.1.5.86,16
XBB.1.5.89,1
XBB.1.5.9,1
XBB.1.5.90,6
XBB.1.5.91,1
XBB.1.5.92,1
XBB.1.5.94,3
XBB.1.5.95,5
XBB.1.5.96,14
XBB.1.8,41
XBB.1.9,47
XBB.1.9.1,199
XBB.1.9.2,50
XBB.1.9.3,4
XBB.1.9.4,55
XBB.2,96
XBB.2.1,4
XBB.2.10,6
XBB.2.11,3
XBB.2.11.1,3
XBB.2.2,4
XBB.2.3,60
XBB.2.3.1,4
XBB.2.3.11,10
XBB.2.3.12,1
XBB.2.3.2,16
XBB.2.3.3,7
XBB.2.3.4,2
XBB.2.3.7,1
XBB.2.3.8,4
XBB.2.3.9,1
XBB.2.4,13
XBB.2.5,2
XBB.2.6,3
XBB.2.7.1,3
XBB.2.8,1
XBB.3,17
XBB.3.1,11
XBB.3.2,1
XBB.3.4,2
XBB.4,11
XBB.6,5
XBB.8,7
XBB.8.1,1
XBB.8.2,1
XBC.1,12
XBC.1.2.1,227
XBC.1.3,1
XBC.1.6.3,3
XBD,23
XBE,13
XBF,407
XBF.1,1
XBF.3,13
XBF.7,1
XBF.9,8
XBG,1
XBJ.2,1
XBK,115
XBK.1,75
XBM,9
XBP,2
XBQ,4
XBT,5
XBV,1
XBZ,211
XCC,8
XCF,3
XCH,6
XCH.1,19
XCK,1
XCL,16
XCM,2
XCP,36
XD,9
XE,11
XG,426
XH,117
XM,23
XN,10
XR,3
XV,33
XW,2
XZ,2
