lineage,group
GJ.2,GJ.2/XBB.2.3.9
GJ.3,GJ.3/HH.1.1/XBB.1.19.2/XBB.2.3/XBB.2.3.1/XBB.2.3.2/XBB.2.3.3/XBB.2.3.6
GJ.4,GJ.4
GJ.5.1,GJ.5.1
GK.2.1.1,GK.2.1.1/GK.2.2/HK.8
GK.2.3,GK.2.3
GL.1,GL.1
GN.1.1,GN.1.1/HB.1
GQ.1,GQ.1
GR.1,GR.1
GS.5,GS.5
GV.1,GV.1
GW.4,GW.4
GW.5,GW.5/GW.5.1
GW.5.1.1,GW.5.1.1
GY.2.1,GY.2.1
GY.8,GY.8
GZ.1,GZ.1
HA.2,HA.2
HG.2,HG.2
HH.2,HH.2
HK.3.1,HK.3.1
HK.3.2,HK.3.2
HK.3.3,HK.3.3
HK.6,HK.6
HK.7,HK.7
HR.1,HR.1
HT.1,HT.1
HU.1,HU.1
HU.1.1,HU.1.1
HV.1,HV.1
HW.1,HW.1/XBC.1.6.1
HW.1.1,HW.1.1
HZ.1,HZ.1/XBB.1.16.11
HZ.2,HZ.2
JA.1,JA.1
JB.1,JB.1
JB.2,JB.2
JB.2.1,JB.2.1
JC.1,JC.1
JD.1,JD.1
JD.1.1.1,JD.1.1.1
JD.1.1.3,JD.1.1.3
JE.1,JE.1
JE.1.1,JE.1.1
JF.1,JF.1
JH.1,JH.1
JH.2,JH.2
JM.1,JM.1/JM.2/XBB.1.16.15
JN.1,JN.1
JN.2.1,JN.2.1/JN.3.1/JN.9
JN.4,JN.4
JN.5.1,JN.5.1
JN.8,JN.8
JQ.1,JQ.1
P.1,P.1
XAK,XAK
XAY.1,XAY.1
XAY.1.1.1,XAY.1.1.1
XAY.2,XAY.2
XBB.1.1,XBB.1.1/XBB.1.35/XBB.1.5.61/XBB.1.9/XBB.2.11
XBB.1.12,XBB.1.12
XBB.1.13,XBB.1.13/XBB.1.13.1
XBB.1.16.14,XBB.1.16.14
XBB.1.17,XBB.1.17/XBB.1.44
XBB.1.21,XBB.1.21
XBB.1.24.1,XBB.1.24.1
XBB.1.27,XBB.1.27
XBB.1.28,XBB.1.28
XBB.1.29,XBB.1.29
XBB.1.3,XBB.1.3
XBB.1.31,XBB.1.31
XBB.1.33,XBB.1.33
XBB.1.34.2,XBB.1.34.2
XBB.1.37.1,XBB.1.37.1
XBB.1.38,XBB.1.38
XBB.1.39,XBB.1.39
XBB.1.41,XBB.1.41
XBB.1.41.1,XBB.1.41.1
XBB.1.41.2,XBB.1.41.2
XBB.1.45,XBB.1.45
XBB.1.45.1,XBB.1.45.1
XBB.1.48,XBB.1.48
XBB.1.5.30,XBB.1.5.30
XBB.1.5.40,XBB.1.5.40
XBB.1.5.45,XBB.1.5.45
XBB.1.5.58,XBB.1.5.58
XBB.1.5.68,XBB.1.5.68
XBB.1.5.71,XBB.1.5.71
XBB.1.5.86,XBB.1.5.86/XBB.1.5.9
XBB.1.5.94,XBB.1.5.94
XBB.2.10,XBB.2.10/XBB.8
XBB.2.3.12,XBB.2.3.12
XBB.2.3.13,XBB.2.3.13
XBB.2.3.4,XBB.2.3.4
XBB.2.3.5,XBB.2.3.5
XBB.2.6,XBB.2.6
XBB.2.7.1,XBB.2.7.1
XBB.2.8,XBB.2.8
XBB.2.9,XBB.2.9
XBB.4,XBB.4
XBB.4.1,XBB.4.1
XBB.6,XBB.6/XBB.7
XBC.1,XBC.1/XBC.1.2/XBC.1.2.1/XBC.1.3
XBC.1.1,XBC.1.1
XBC.1.1.1,XBC.1.1.1
XBC.1.5,XBC.1.5
XBC.1.6,XBC.1.6
XBC.2,XBC.2
XBF.10,XBF.10
XBP,XBP
XBR,XBR/XBS
