lineages_l,number_genomes_per_lineage
CC.1,2
CE.1,3
CG.1,11
CH.1.1,417
CH.1.1.1,1047
CH.1.1.10,14
CH.1.1.11,33
CH.1.1.12,17
CH.1.1.14,1
CH.1.1.15,12
CH.1.1.16,99
CH.1.1.18,1
CH.1.1.19,32
CH.1.1.2,23
CH.1.1.20,1
CH.1.1.23,2
CH.1.1.24,40
CH.1.1.25,17
CH.1.1.28,3
CH.1.1.3,6
CH.1.1.32,15
CH.1.1.5,14
CH.1.1.6,5
CH.1.1.7,2
CH.1.1.9,3
CJ.1,3
CJ.1.1,5
CJ.1.2,66
CK.1,34
CK.1.4,3
CK.2,7
CK.2.1,28
CK.2.1.1,119
CK.3,52
CL.1,105
CL.1.1,5
CL.1.3,20
CM.1,1
CM.2,15
CM.4,7
CM.5,1
CM.5.2,1
CM.8.1,1
CN.1,68
CP.1.1,1
CP.1.2,1
CP.1.3,1
CP.2,1
CP.3,1
CP.4,2
CP.5,17
CP.8,2
CQ.1,174
CR.1,4
CR.1.3,4
CR.2,1
CT.1,1
CV.1,7
CV.2,1
CZ.2,14
DB.1,41
DB.2,2
DC.1,31
DE.1,23
DE.2,4
DF.1,11
DH.1,1
DJ.1.1,226
DL.1,6
DM.1,3
DN.1,19
DN.1.1,2
DN.2,1
DQ.1,4
DS.1,1
DS.3,3
DT.3,1
DU.1,6
DV.1,9
DV.1.1,36
DV.3,4
DV.5,2
DV.6,50
DV.6.1,9
DV.6.2,5
DV.7,6
DV.7.1,65
DV.7.1.1,6
DV.7.1.2,5
DV.7.1.3,3
DV.8,308
DY.2,1
DY.3,3
DY.4,2
EB.1,1
ED.2,3
EE.2,3
EF.1,20
EF.1.1,9
EF.1.1.1,1
EF.1.2,12
EF.1.3,2
EF.2,1
EG.1,242
EG.1.2,64
EG.1.3,140
EG.1.4,7
EG.1.5,33
EG.1.6,25
EG.1.7,9
EG.1.8,1
EG.10.1,87
EG.13,11
EG.2,20
EG.2.4,7
EG.3,2
EG.4,32
EG.4.3,2
EG.5,4
EG.5.1,529
EG.5.1.1,913
EG.5.1.10,7
EG.5.1.2,5
EG.5.1.3,535
EG.5.1.4,142
EG.5.1.5,5
EG.5.1.6,111
EG.5.1.7,1
EG.5.1.8,50
EG.5.1.9,4
EG.5.2,23
EG.5.2.1,2
EG.6,2
EG.6.1,39
EG.8,5
EG.9.1,1
EH.1,1
EJ.2,3
EK.3,4
EL.1,54
EM.1,2
EN.1,9
EQ.1,1
ER.1,31
ET.1,2
EU.1.1,69
EU.1.1.1,8
EU.1.1.2,57
EU.1.1.3,5
EY.1,1
EZ.1,25
FA.2,1
FC.1,4
FD.4.1,25
FE.1,2
FE.1.1,17
FE.1.1.1,1
FE.1.2,10
FH.1,1
FJ.1,1
FK.1.1,1
FK.1.2,4
FK.1.2.1,2
FK.1.3,1
FK.1.5,11
FL.1,18
FL.1.2,3
FL.1.4,1
FL.1.5,21
FL.1.5.1,213
FL.1.5.2,38
FL.10,108
FL.10.1,7
FL.11,3
FL.12,13
FL.13,81
FL.13.3,8
FL.14,15
FL.15,11
FL.15.1,4
FL.15.1.1,38
FL.16,2
FL.18,7
FL.19.1,5
FL.2,84
FL.2.1,24
FL.2.3,9
FL.2.5,1
FL.2.6,21
FL.20,31
FL.20.1,6
FL.20.2,88
FL.21.1,1
FL.22,5
FL.24,15
FL.25,14
FL.26,17
FL.26.1,32
FL.27,8
FL.29,39
FL.3,36
FL.3.1,15
FL.3.2,20
FL.3.3,1
FL.31,1
FL.32,1
FL.33,16
FL.33.1,2
FL.36,7
FL.4,206
FL.4.1,7
FL.4.5,2
FL.4.6,3
FL.5,90
FL.5.1,3
FL.7,10
FL.8,22
FL.9,10
FP.1,4
FP.4,2
FQ.1,27
FR.1,11
FS.1,6
FT.1,33
FU.1,66
FU.2,13
FU.2.1,169
FU.3,1
FU.5,4
FW.1,7
FW.1.1,2
FY.1,4
FY.1.2,63
FY.2,4
FY.2.1,5
FY.3.1,24
FY.3.3,1
FY.4.1,13
FY.4.1.2,6
FY.5,25
FY.6,12
FZ.1.1,8
GA.1,1
GA.2,4
GA.3,15
GA.4,1
GA.4.1,2
GA.6,1
GB.1,8
GE.1,92
GE.1.1,18
GE.1.2,1
GE.1.3,5
GF.1,30
GG.1,17
GJ.1.1,1
GJ.1.2,47
GJ.1.2.1,1
GJ.1.2.5,1
GJ.1.2.6,1
GJ.1.2.8,2
GJ.2,9
GJ.4,2
GJ.5,2
GJ.5.1,1
GK.1,48
GK.1.1,51
GK.1.3,30
GK.1.4,3
GK.2,11
GK.2.1,27
GK.2.2,1
GK.4,1
GL.1,6
GN.1,14
GN.1.1,1
GP.1,5
GP.2,48
GP.3,11
GS.3,1
GS.4,19
GS.4.1,56
GS.5,5
GV.1,1
GW.3,4
GW.4,3
GW.5,8
GW.5.1,2
GW.5.1.1,1
GY.1,3
GY.2.1,1
GY.5,5
GY.7,4
GZ.1,1
HC.2,1
HF.1,50
HF.1.1,32
HF.1.2,1
HH.1,6
HH.1.1,6
HH.2,4
HK.1,3
HK.11,4
HK.2,11
HK.3,465
HK.3.1,54
HK.3.2,40
HK.3.3,6
HK.4,5
HK.5,1
HK.6,72
HK.7,1
HK.8,8
HN.1,19
HR.1,2
HS.1,10
HV.1,366
HW.1.1,1
HY.1,2
HZ.2,12
HZ.3,33
JA.1,22
JD.1,4
JD.1.1,113
JD.1.1.1,9
JD.1.1.2,12
JD.1.1.3,6
JD.1.2,1
JD.2,1
JE.1,5
JE.1.1,2
JF.1,37
JG.1,6
JG.2,16
JG.3,308
JJ.1,1
JM.2,3
JN.1,102
JN.2,401
JN.2.1,18
JN.3,6
JN.3.1,7
JN.4,1
JN.6,3
JN.8,43
JN.9,3
JQ.1,3
UNASSIGNED,64
XAC,3
XAH,2
XAU,2
XAV,6
XAY.1,2
XAY.2,3
XAY.2.1,12
XAY.2.3,1
XAZ,40
XBB,32
XBB.1,449
XBB.1.1,4
XBB.1.11,1
XBB.1.11.1,35
XBB.1.12,8
XBB.1.15,5
XBB.1.16,282
XBB.1.16.1,263
XBB.1.16.11,149
XBB.1.16.12,4
XBB.1.16.14,22
XBB.1.16.15,116
XBB.1.16.16,1
XBB.1.16.17,54
XBB.1.16.18,4
XBB.1.16.19,30
XBB.1.16.2,46
XBB.1.16.21,25
XBB.1.16.23,1
XBB.1.16.24,12
XBB.1.16.3,4
XBB.1.16.4,9
XBB.1.16.5,1
XBB.1.16.6,115
XBB.1.16.7,5
XBB.1.16.8,2
XBB.1.16.9,6
XBB.1.17.1,95
XBB.1.18.1,6
XBB.1.19,1
XBB.1.19.1,7
XBB.1.22,2
XBB.1.22.1,8
XBB.1.22.2,15
XBB.1.24,1
XBB.1.28,3
XBB.1.28.1,1
XBB.1.29,6
XBB.1.30,2
XBB.1.33,2
XBB.1.34,12
XBB.1.34.1,2
XBB.1.34.2,1
XBB.1.37,1
XBB.1.37.1,4
XBB.1.38,3
XBB.1.4,3
XBB.1.4.1,1040
XBB.1.41,12
XBB.1.41.1,18
XBB.1.42,41
XBB.1.42.1,32
XBB.1.42.2,3
XBB.1.43,1
XBB.1.43.1,3
XBB.1.45.1,3
XBB.1.49,2
XBB.1.5,1819
XBB.1.5.1,35
XBB.1.5.10,8
XBB.1.5.100,13
XBB.1.5.101,54
XBB.1.5.103,3
XBB.1.5.11,2
XBB.1.5.12,106
XBB.1.5.13,144
XBB.1.5.14,34
XBB.1.5.15,87
XBB.1.5.16,15
XBB.1.5.17,25
XBB.1.5.18,19
XBB.1.5.19,2
XBB.1.5.2,2
XBB.1.5.20,84
XBB.1.5.21,33
XBB.1.5.23,42
XBB.1.5.24,196
XBB.1.5.25,1
XBB.1.5.26,1
XBB.1.5.27,8
XBB.1.5.28,9
XBB.1.5.3,1
XBB.1.5.31,73
XBB.1.5.32,19
XBB.1.5.33,10
XBB.1.5.35,1
XBB.1.5.36,48
XBB.1.5.37,210
XBB.1.5.38,8
XBB.1.5.39,1
XBB.1.5.4,12
XBB.1.5.40,1
XBB.1.5.42,1
XBB.1.5.43,31
XBB.1.5.44,5
XBB.1.5.46,36
XBB.1.5.47,25
XBB.1.5.48,4
XBB.1.5.49,4
XBB.1.5.5,19
XBB.1.5.51,2
XBB.1.5.52,35
XBB.1.5.54,7
XBB.1.5.56,1
XBB.1.5.57,7
XBB.1.5.59,39
XBB.1.5.60,7
XBB.1.5.61,31
XBB.1.5.62,43
XBB.1.5.63,12
XBB.1.5.65,52
XBB.1.5.66,6
XBB.1.5.67,9
XBB.1.5.69,1
XBB.1.5.7,200
XBB.1.5.70,5
XBB.1.5.71,4
XBB.1.5.72,11
XBB.1.5.73,5
XBB.1.5.75,1
XBB.1.5.76,4
XBB.1.5.77,3
XBB.1.5.78,31
XBB.1.5.8,4
XBB.1.5.80,4
XBB.1.5.81,3
XBB.1.5.82,45
XBB.1.5.88,13
XBB.1.5.89,1
XBB.1.5.91,1
XBB.1.5.92,17
XBB.1.5.94,1
XBB.1.5.95,4
XBB.1.5.96,8
XBB.1.5.98,6
XBB.1.5.99,1
XBB.1.7,1
XBB.1.9,36
XBB.1.9.1,420
XBB.1.9.2,218
XBB.1.9.3,4
XBB.1.9.4,6
XBB.1.9.5,7
XBB.2,64
XBB.2.10,19
XBB.2.12,31
XBB.2.2,8
XBB.2.3,80
XBB.2.3.1,36
XBB.2.3.11,43
XBB.2.3.14,5
XBB.2.3.2,16
XBB.2.3.3,7
XBB.2.3.5,1
XBB.2.3.7,5
XBB.2.3.8,11
XBB.2.3.9,1
XBB.2.4,3
XBB.2.5,2
XBB.2.6,4
XBB.2.8,6
XBB.3,13
XBB.3.2,5
XBB.3.4,2
XBB.8,7
XBC.1,1
XBC.1.2.1,3
XBE,29
XBF,537
XBF.3,31
XBF.5,9
XBF.7.1,2
XBF.9,2
XBJ.2,7
XBK,31
XBK.1,2
XBL,2
XBL.1,2
XBL.2,1
XBM,1
XBP,1
XBV,1
XBZ,5
XCE,7
XCF,4
XCH,3
XCH.1,49
XCK,3
XCL,1
XCP,2
XE,2
XG,2
XJ,9
XM,1
XN,1
