lineages_l,number_genomes_per_lineage
BQ.1.21,120
BQ.1.22,38
BQ.1.23,78
BQ.1.24,2
BQ.1.25,32
BQ.1.25.1,4
BQ.1.26,20
BQ.1.26.2,37
BQ.1.3,14
BQ.1.3.1,140
BQ.1.3.2,74
BQ.1.30,1
BQ.1.31,215
BQ.1.33,17
BQ.1.4,19
BQ.1.5,245
BQ.1.6,6
BQ.1.7,4
BQ.1.8,110
BQ.1.8.1,1
BQ.1.8.2,5
BQ.2,1
BR.1,20
BR.2,2
BR.2.1,37
BR.3,3
BR.4,1
BS.1.1,2
BT.1,3
BT.2,49
BU.1,11
BU.3,24
BV.1,19
BV.2,9
BW.1,2
BW.1.1,13
BW.1.1.1,6
BW.1.1.2,3
BY.1,32
BY.1.1,1
BY.1.1.1,6
BY.1.2,2
BY.1.2.1,1
BZ.2,2
CA.1,6
CA.2,10
CA.3,5
CA.7,29
CB.1,7
CC.1,26
CD.2,2
CE.1,27
CG.1,17
CH.1,1
CH.1.1,498
CH.1.1.1,92
CH.1.1.10,8
CH.1.1.11,61
CH.1.1.12,5
CH.1.1.14,1
CH.1.1.15,4
CH.1.1.16,10
CH.1.1.18,2
CH.1.1.19,4
CH.1.1.2,58
CH.1.1.20,3
CH.1.1.24,18
CH.1.1.25,2
CH.1.1.26,10
CH.1.1.28,8
CH.1.1.29,2
CH.1.1.3,4
CH.1.1.30,1
CH.1.1.32,19
CH.1.1.6,1
CH.1.1.7,4
CH.1.1.8,2
CH.3,1
CJ.1,7
CJ.1.2,126
CK.1,25
CK.1.4,11
CK.2,7
CK.2.1,68
CK.2.1.1,59
CK.3,31
CL.1,21
CL.1.3,24
CM.1,4
CM.2,22
CM.2.1,1
CM.4,6
CM.5,28
CM.6,1
CM.7.1,3
CM.7.1.1,8
CM.8.1,5
CM.8.1.4,7
CN.1,18
CP.1,9
CP.1.1,6
CP.2,2
CP.3,7
CP.4,1
CP.5,2
CP.8,4
CQ.1,12
CQ.2,4
CR.1,4
CR.2,2
CV.1,19
CY.1,4
CZ.2,2
DB.1,87
DB.2,4
DB.3,4
DC.1,40
DE.1,19
DE.2,12
DF.1,6
DF.1.1,1
DG.1,11
DJ.1.1.1,2
DJ.1.3,2
DL.1,16
DM.1,1
DN.1,2
DN.1.1,8
DN.1.1.3,1
DN.2,4
DQ.1,1
DR.1,1
DS.1,3
DS.2,9
DT.1,5
DT.2,4
DU.1,5
DV.1.1,32
DV.3,6
DV.3.1,12
DV.5,2
DV.6,68
DV.6.2,2
DV.7,4
DV.7.1,231
DV.7.1.1,2
DV.7.1.2,87
DV.7.1.3,7
DV.7.2,1
DV.8,1
DY.2,9
DY.3,4
DY.4,10
EA.1,16
EC.1,5
EC.1.1,1
ED.2,1
ED.3,1
EE.1,4
EE.2,172
EE.4,77
EE.5,3
EF.1,89
EF.1.1,49
EF.1.2,20
EF.1.3,4
EF.2,2
EF.3,1
EG.1,484
EG.1.1,18
EG.1.2,33
EG.1.3,148
EG.1.4,159
EG.1.5,26
EG.1.6,14
EG.1.7,27
EG.10,4
EG.10.1,148
EG.11,14
EG.13,356
EG.14,53
EG.2,41
EG.3,2
EG.4,140
EG.4.1,3
EG.4.2,2
EG.4.3,8
EG.4.4,2
EG.4.5,33
EG.5,9
EG.5.1,909
EG.5.1.1,1207
EG.5.1.10,24
EG.5.1.2,14
EG.5.1.3,2392
EG.5.1.4,248
EG.5.1.5,49
EG.5.1.6,216
EG.5.1.7,8
EG.5.1.8,43
EG.5.1.9,17
EG.5.2,18
EG.5.2.1,12
EG.5.2.2,1
EG.5.2.3,10
EG.6,10
EG.6.1,178
EG.6.1.1,28
EG.7,7
EG.8,5
EG.9.1,3
EH.1,8
EJ.2,4
EK.2,1
EK.2.1,2
EK.3,31
EK.4,40
EL.1,31
EM.1,5
EN.1,304
EN.1.1,108
EP.2,19
EQ.1,31
ET.1,9
EU.1.1,93
EU.1.1.1,50
EU.1.1.3,10
EW.2,1
EY.1,6
EZ.1,35
FA.1,3
FD.1,4
FD.1.1,20
FD.2,3
FD.4,9
FD.4.1,16
FE.1,20
FE.1.1,33
FE.1.1.1,19
FE.1.1.2,1
FE.1.1.4,6
FE.1.2,38
FG.2,7
FG.3,41
FH.1,6
FJ.1,1
FK.1,5
FK.1.1,9
FK.1.1.2,1
FK.1.2,1
FK.1.2.1,4
FK.1.3.2,1
FK.1.5,1
FL.1,74
FL.1.2,7
FL.1.3,4
FL.1.4,4
FL.1.5,142
FL.1.5.1,650
FL.1.5.2,102
FL.10,210
FL.10.1,10
FL.10.3,1
FL.11,256
FL.12,66
FL.13,213
FL.13.2,3
FL.13.3,6
FL.14,7
FL.15,109
FL.15.1,1
FL.15.1.1,34
FL.15.3,2
FL.17,39
FL.18,75
FL.19,31
FL.19.1,1
FL.2,178
FL.2.1,23
FL.2.3,10
FL.2.4,9
FL.2.5,9
FL.2.6,2
FL.20,80
FL.20.1,22
FL.20.2,20
FL.21,15
FL.22,3
FL.23,10
FL.23.1,4
FL.24,16
FL.25,13
FL.26,24
FL.27,136
FL.28,4
FL.29,6
FL.3,73
FL.3.1,68
FL.3.2,39
FL.3.3,4
FL.3.4,2
FL.31,24
FL.31.1,24
FL.32,3
FL.33,14
FL.33.1,5
FL.35,2
FL.36,2
FL.4,419
FL.4.1,3
FL.4.4,5
FL.4.5,14
FL.4.8,6
FL.4.9,5
FL.5,327
FL.6,5
FL.7,23
FL.8,41
FL.9,13
FM.1,41
FM.2,1
FP.4,2
FQ.1,9
FR.1,4
FS.1,13
FT.1,6
FT.2,1
FT.3,1
FT.3.1.1,3
FT.4,2
FU.1,61
FU.2,23
FU.2.1,7
FU.3,1
FU.3.1,1
FU.5,3
FW.1,40
FW.1.1,11
FW.2,63
FW.3,8
FY.1,54
FY.1.2,24
FY.1.3,1
FY.2,13
FY.2.1,2
FY.3,8
FY.3.1,7
FY.3.2,10
FY.3.3,2
FY.4.1,1
FY.4.1.1,1
FY.4.1.2,4
FY.5,21
FY.6,138
FZ.1.1,4
GA.1,2
GA.2,114
GA.3,5
GA.4,4
GA.4.1,12
GA.5,26
GA.6,17
GB.1,360
GB.2,1
GC.1,19
GD.1,1
GD.2,1
GE.1,175
GE.1.1,7
GE.1.2,5
GE.1.3,17
GF.1,60
GG.1,2
GJ.1,5
GJ.1.1,4
GJ.1.2,239
GJ.1.2.1,12
GJ.1.2.2,1
GJ.1.2.3,1
GJ.1.2.4,3
GJ.1.2.5,2
GJ.1.2.6,1
GJ.1.2.7,1
GJ.1.2.8,4
GJ.2,18
GJ.3,6
GJ.4,62
GJ.5,5
GJ.5.1,23
GK.1,89
GK.1.1,95
GK.1.2,4
GK.1.3,72
GK.2,113
GK.2.1,224
GK.2.1.1,2
GK.2.2,1
GK.2.3,3
GK.3.1,5
GK.4,37
GL.1,10
GM.1,1
GM.3,5
GN.1,17
GN.1.1,3
GN.2,1
GN.4,2
GP.1,8
GP.2,29
GP.3,24
GR.1,8
GS.1,5
GS.2,1
GS.3,17
GS.4,414
GS.4.1,1185
GS.5,26
GW.1.1,1
GW.3,1
GW.4,7
GW.5,17
GW.5.1.1,4
GY.1,2
GY.3,1
GY.5,5
GY.6,7
GY.7,6
GY.8,10
GZ.1,5
HA.1,3
HA.2,1
HC.4,4
HF.1,58
HF.1.2,1
HG.1,1
HH.1,15
HH.1.1,2
HH.2,112
HJ.1,2
HK.1,44
HK.11,47
HK.2,26
HK.3,508
HK.3.1,35
HK.3.2,40
HK.3.3,30
HK.4,2
HK.6,106
HK.7,2
HK.8,14
HN.1,16
HP.1,1
HP.1.1,1
HQ.1,2
HR.1,5
HS.1,1
HT.1,5
HT.2,10
HU.1,19
HU.1.1,4
HV.1,377
HW.1,1
HW.1.1,5
HY.1,6
HZ.1,8
HZ.2,7
HZ.3,5
JA.1,41
JD.1,23
JD.1.1,439
JD.1.1.1,36
JD.1.1.2,3
JD.1.1.3,108
JD.2,8
JE.1,1
JE.1.1,29
JF.1,50
JG.1,135
JG.2,23
JG.3,664
JH.1,1
JH.2,3
JJ.1,11
JM.1,3
JM.2,3
JN.1,823
JN.2,41
JN.3,19
JN.3.1,3
JN.4,20
JN.5,29
JN.5.1,1
JN.6,3
JQ.1,5
UNASSIGNED,3122
XAB,2
XAC,5
XAD,4
XAE,2
XAF,1
XAG,3
XAK,1
XAM,2
XAN,17
XAP,1
XAR,7
XAS,3
XAU,12
XAV,26
XAY.1,2
XAY.1.1,11
XAY.1.1.1,4
XAY.3,1
XAZ,427
XBB,23
XBB.1,301
XBB.1.1,13
XBB.1.11,1
XBB.1.11.1,14
XBB.1.12,1
XBB.1.12.1,2
XBB.1.13,1
XBB.1.14,6
XBB.1.15,17
XBB.1.15.1,16
XBB.1.16,619
XBB.1.16.1,244
XBB.1.16.10,6
XBB.1.16.11,606
XBB.1.16.12,6
XBB.1.16.13,13
XBB.1.16.14,71
XBB.1.16.15,245
XBB.1.16.16,16
XBB.1.16.17,160
XBB.1.16.18,16
XBB.1.16.19,90
XBB.1.16.2,25
XBB.1.16.20,1
XBB.1.16.21,89
XBB.1.16.22,4
XBB.1.16.23,3
XBB.1.16.24,3
XBB.1.16.3,18
XBB.1.16.4,4
XBB.1.16.5,4
XBB.1.16.6,386
XBB.1.16.7,2
XBB.1.16.8,5
XBB.1.16.9,28
XBB.1.17,2
XBB.1.17.1,289
XBB.1.18,1
XBB.1.18.1,39
XBB.1.19,3
XBB.1.19.1,14
XBB.1.19.2,1
XBB.1.21,2
XBB.1.22,31
XBB.1.22.1,29
XBB.1.22.2,22
XBB.1.24.1,5
XBB.1.28.1,4
XBB.1.29,3
XBB.1.32,1
XBB.1.33,14
XBB.1.34,3
XBB.1.34.1,5
XBB.1.35,1
XBB.1.37,2
XBB.1.37.1,6
XBB.1.38,3
XBB.1.4,13
XBB.1.4.1,9
XBB.1.41,14
XBB.1.41.1,167
XBB.1.42,22
XBB.1.42.1,57
XBB.1.42.2,15
XBB.1.43,1
XBB.1.43.1,50
XBB.1.45.1,1
XBB.1.46,1
XBB.1.5,4575
XBB.1.5.1,80
XBB.1.5.10,38
XBB.1.5.100,91
XBB.1.5.101,4
XBB.1.5.102,15
XBB.1.5.103,8
XBB.1.5.104,3
XBB.1.5.105,10
XBB.1.5.11,62
XBB.1.5.12,152
XBB.1.5.13,554
XBB.1.5.14,309
XBB.1.5.15,270
XBB.1.5.16,32
XBB.1.5.17,26
XBB.1.5.18,51
XBB.1.5.19,8
XBB.1.5.2,6
XBB.1.5.20,306
XBB.1.5.21,57
XBB.1.5.23,69
XBB.1.5.24,155
XBB.1.5.25,3
XBB.1.5.26,27
XBB.1.5.28,30
XBB.1.5.3,3
XBB.1.5.30,2
XBB.1.5.31,37
XBB.1.5.32,11
XBB.1.5.33,26
XBB.1.5.35,3
XBB.1.5.36,42
XBB.1.5.37,313
XBB.1.5.38,23
XBB.1.5.39,13
XBB.1.5.4,60
XBB.1.5.40,15
XBB.1.5.42,3
XBB.1.5.43,6
XBB.1.5.44,3
XBB.1.5.46,20
XBB.1.5.47,48
XBB.1.5.48,134
XBB.1.5.49,48
XBB.1.5.5,40
XBB.1.5.50,10
XBB.1.5.51,6
XBB.1.5.52,27
XBB.1.5.53,2
XBB.1.5.54,8
XBB.1.5.55,8
XBB.1.5.56,4
XBB.1.5.57,71
XBB.1.5.58,3
XBB.1.5.59,78
XBB.1.5.6,37
XBB.1.5.60,11
XBB.1.5.61,23
XBB.1.5.62,50
XBB.1.5.63,153
XBB.1.5.65,76
XBB.1.5.66,38
XBB.1.5.67,26
XBB.1.5.68,23
XBB.1.5.7,433
XBB.1.5.70,44
XBB.1.5.71,29
XBB.1.5.72,30
XBB.1.5.73,17
XBB.1.5.75,127
XBB.1.5.76,20
XBB.1.5.77,98
XBB.1.5.78,8
XBB.1.5.8,4
XBB.1.5.80,58
XBB.1.5.81,2
XBB.1.5.82,2
XBB.1.5.83,5
XBB.1.5.85,1
XBB.1.5.86,9
XBB.1.5.88,1
XBB.1.5.89,51
XBB.1.5.90,42
XBB.1.5.91,6
XBB.1.5.92,3
XBB.1.5.93,1
XBB.1.5.94,290
XBB.1.5.95,13
XBB.1.5.96,48
XBB.1.5.97,25
XBB.1.5.98,3
XBB.1.5.99,7
XBB.1.7,1
XBB.1.9,55
XBB.1.9.1,949
XBB.1.9.2,576
XBB.1.9.3,4
XBB.1.9.4,2
XBB.1.9.5,4
XBB.2,80
XBB.2.1,4
XBB.2.10,1
XBB.2.11,3
XBB.2.11.1,5
XBB.2.2,12
XBB.2.3,198
XBB.2.3.1,27
XBB.2.3.11,449
XBB.2.3.12,8
XBB.2.3.13,20
XBB.2.3.14,54
XBB.2.3.2,104
XBB.2.3.3,83
XBB.2.3.4,4
XBB.2.3.5,15
XBB.2.3.6,1
XBB.2.3.7,22
XBB.2.3.8,16
XBB.2.3.9,3
XBB.2.4,22
XBB.2.5,4
XBB.2.6,20
XBB.2.7,10
XBB.3,13
XBB.3.2,1
XBB.3.4,4
XBB.4,2
XBB.6,3
XBB.6.1,2
XBB.8,6
XBB.8.1,7
XBB.8.2,13
XBC.1,6
XBC.1.6.4,1
XBD,12
XBE,1
XBF,142
XBF.1,5
XBF.2,2
XBF.3,3
XBF.4,4
XBF.7,4
XBF.7.1,4
XBG,17
XBH,7
XBJ.2,24
XBJ.3,1
XBK,16
XBK.1,15
XBL,1
XBL.1,2
XBL.3,8
XBP,1
XBQ,11
XBT,1
XBU,2
XBV,8
XBW,3
XBZ,4
XCA,3
XCB,1
XCE,20
XCF,25
XCF.1,3
XCG,1
XCH,7
XCH.1,204
XCL,27
XCM,4
XCP,13
XD,84
XE,34
XH,1
XJ,2
XM,11
XN,2
XW,1
XY,3
XZ,2
