lineage,group
BQ.1.1,BQ.1.1/BQ.1.1.10/BQ.1.1.18/BQ.1.1.23/BQ.1.1.29/BQ.1.1.3/BQ.1.1.4/BQ.1.1.5/BQ.1.1.7/BQ.1.18/BQ.1.19
BQ.1.1.1,BQ.1.1.1/BQ.1.1.15/BQ.1.1.24/BQ.1.1.8/BQ.1.22/EA.1/EF.1/EF.1.1
BQ.1.1.13,BQ.1.1.13/BQ.1.1.20/BQ.1.1.22/BQ.1.1.58/DB.1
BQ.1.1.2,BQ.1.1.2
BQ.1.1.31,BQ.1.1.31
BQ.1.1.32,BQ.1.1.32
BQ.1.1.37,BQ.1.1.37
BQ.1.1.45,BQ.1.1.45
BQ.1.1.46,BQ.1.1.46/EN.1
BQ.1.1.47,BQ.1.1.47
BQ.1.1.53,BQ.1.1.53/FM.2
BQ.1.1.59,BQ.1.1.59
BQ.1.13.1,BQ.1.13.1
BQ.1.23,BQ.1.23
BQ.1.25,BQ.1.25
BR.1,BR.1
BR.2.1,BR.2.1
BU.3,BU.3
C.36.3,C.36.3
CH.1.1,CH.1.1/CH.1.1.11/FK.1.2
CH.1.1.1,CH.1.1.1/DV.6
CH.1.1.10,CH.1.1.10
CH.1.1.12,CH.1.1.12
CH.1.1.15,CH.1.1.15/CH.1.1.2
CH.1.1.16,CH.1.1.16
CH.1.1.22,CH.1.1.22
CH.1.1.24,CH.1.1.24
CJ.1,CJ.1/XBF.4
CJ.1.2,CJ.1.2
CK.1,CK.1
CK.2.1,CK.2.1
CK.2.1.1,CK.2.1.1
CL.1,CL.1
CL.1.1,CL.1.1
CM.8.1,CM.8.1
CP.1.1,CP.1.1
CQ.2,CQ.2
CR.1,CR.1
DM.1,DM.1
DN.1,DN.1
DQ.1,DQ.1
DT.2,DT.2
DU.1,DU.1
DV.1.1,DV.1.1
EC.1.1,EC.1.1
EE.4,EE.4
EG.1,EG.1/FL.10/FL.3.1/FL.5/FL.8/XBB.1.5/XBB.1.5.13/XBB.1.5.15/XBB.1.5.31/XBB.1.5.36/XBB.1.5.37/XBB.1.5.38/XBB.1.5.46/XBB.1.5.48/XBB.1.5.52/XBB.1.5.65/XBB.1.5.66/XBW
EG.1.2,EG.1.2/FL.3
EG.1.3,EG.1.3/FL.2.1/XBB.1.5.11/XBB.1.5.17/XBB.1.5.18/XBB.1.5.20/XBB.1.5.23/XBB.1.5.33/XBB.1.5.62/XBB.1.5.63/XBB.1.9.1
EG.1.4,EG.1.4/FL.2/XBB.1.5.7
EG.2,EG.2
EG.3,EG.3/FL.4
EG.4,EG.4
EG.5.1,EG.5.1
EK.3,EK.3
EL.1,EL.1
EM.1,EM.1
ET.1,ET.1
EU.1,EU.1
EU.1.1,EU.1.1
EU.1.1.1,EU.1.1.1
EW.1,EW.1
EY.1,EY.1
FD.2,FD.2
FD.4,FD.4
FE.1,FE.1/FE.1.1
FE.1.2,FE.1.2
FH.1,FH.1
FL.1,FL.1
FL.12,FL.12/XBB.1.5.16/XBB.1.5.24/XBB.1.5.54
FL.7,FL.7
FL.9,FL.9
FS.1,FS.1
FU.1,FU.1
FW.1,FW.1
FY.1,FY.1
FY.4,FY.4
GA.2,GA.2
GB.1,GB.1
P.1,P.1
P.1.17.1,P.1.17.1
XAS,XAS
XAY.1.1.1,XAY.1.1.1
XAY.1.1.2,XAY.1.1.2
XAY.2,XAY.2
XBB,XBB
XBB.1,XBB.1
XBB.1.1,XBB.1.1
XBB.1.13,XBB.1.13
XBB.1.14,XBB.1.14
XBB.1.16,XBB.1.16
XBB.1.16.1,XBB.1.16.1
XBB.1.16.2,XBB.1.16.2
XBB.1.16.4,XBB.1.16.4
XBB.1.17.1,XBB.1.17.1
XBB.1.19.1,XBB.1.19.1
XBB.1.21,XBB.1.21
XBB.1.22.1,XBB.1.22.1
XBB.1.22.2,XBB.1.22.2
XBB.1.28.1,XBB.1.28.1
XBB.1.37.1,XBB.1.37.1
XBB.1.38,XBB.1.38
XBB.1.5.1,XBB.1.5.1
XBB.1.5.12,XBB.1.5.12
XBB.1.5.14,XBB.1.5.14
XBB.1.5.19,XBB.1.5.19
XBB.1.5.21,XBB.1.5.21
XBB.1.5.39,XBB.1.5.39
XBB.1.5.42,XBB.1.5.42
XBB.1.5.49,XBB.1.5.49
XBB.1.5.5,XBB.1.5.5
XBB.1.5.51,XBB.1.5.51
XBB.1.5.56,XBB.1.5.56
XBB.1.5.59,XBB.1.5.59
XBB.1.5.60,XBB.1.5.60
XBB.1.5.67,XBB.1.5.67
XBB.1.9,XBB.1.9
XBB.1.9.2,XBB.1.9.2
XBB.2.3,XBB.2.3
XBB.2.3.1,XBB.2.3.1
XBB.2.3.2,XBB.2.3.2
XBB.2.3.3,XBB.2.3.3
XBB.2.3.7,XBB.2.3.7
XBB.2.4,XBB.2.4
XBB.2.5,XBB.2.5
XBB.2.9,XBB.2.9
XBC.1.3,XBC.1.3
XBF,XBF/XBK.1
XBF.6,XBF.6
XBF.7.1,XBF.7.1
XBF.8,XBF.8
XBK,XBK
XBL,XBL
XBL.3,XBL.3
XBT,XBT
