lineages_l,number_genomes_per_lineage
BA.2.3.15,133
BA.2.3.16,2
BA.2.3.17,3
BA.2.3.2,41
BA.2.3.20,257
BA.2.3.22,13
BA.2.3.5,15
BA.2.3.6,8
BA.2.3.7,1
BA.2.3.8,2
BA.2.3.9,115
BA.2.30,11
BA.2.31,42
BA.2.31.1,2
BA.2.32,29
BA.2.33,1
BA.2.34,22
BA.2.35,13
BA.2.36,1832
BA.2.37,116
BA.2.38,72
BA.2.38.1,3
BA.2.38.2,1
BA.2.38.3,1
BA.2.39,16
BA.2.4,4
BA.2.40,2
BA.2.40.1,86
BA.2.41,72
BA.2.42,3
BA.2.43,3
BA.2.44,126
BA.2.45,28
BA.2.46,11
BA.2.47,38
BA.2.48,19
BA.2.49,28
BA.2.5,983
BA.2.50,64
BA.2.51,41
BA.2.52,137
BA.2.53,22
BA.2.54,222
BA.2.55,10
BA.2.56,601
BA.2.57,1
BA.2.58,2
BA.2.6,47
BA.2.60,9
BA.2.61,1
BA.2.62,14
BA.2.63,19
BA.2.65,296
BA.2.67,26
BA.2.68,13
BA.2.69,1
BA.2.7,98
BA.2.70,88
BA.2.71,38
BA.2.72,134
BA.2.73,6
BA.2.74,22
BA.2.75,61
BA.2.75.1,51
BA.2.75.2,147
BA.2.75.3,3
BA.2.75.4,35
BA.2.75.5,132
BA.2.75.6,11
BA.2.75.7,4
BA.2.75.9,5
BA.2.76,30
BA.2.77,1
BA.2.78,16
BA.2.79,21
BA.2.8,120
BA.2.81,2
BA.2.9,29591
BA.2.9.1,25
BA.2.9.2,29
BA.2.9.3,222
BA.2.9.4,15
BA.2.9.5,54
BA.2.9.6,36
BA.2.9.7,2
BA.3,19
BA.3.1,31
BA.4,1700
BA.4.1,1989
BA.4.1.1,226
BA.4.1.10,11
BA.4.1.11,2
BA.4.1.2,35
BA.4.1.3,11
BA.4.1.4,9
BA.4.1.5,4
BA.4.1.6,7
BA.4.1.8,42
BA.4.1.9,13
BA.4.2,60
BA.4.3,6
BA.4.4,153
BA.4.5,4
BA.4.6,1151
BA.4.6.1,41
BA.4.6.2,1
BA.4.6.3,5
BA.4.6.4,7
BA.4.6.5,123
BA.4.7,150
BA.4.8,2
BA.5,2110
BA.5.1,22586
BA.5.1.1,194
BA.5.1.10,1082
BA.5.1.11,5
BA.5.1.12,234
BA.5.1.15,33
BA.5.1.16,20
BA.5.1.17,193
BA.5.1.18,30
BA.5.1.19,133
BA.5.1.2,672
BA.5.1.20,3
BA.5.1.21,171
BA.5.1.22,1905
BA.5.1.23,1148
BA.5.1.24,688
BA.5.1.25,96
BA.5.1.26,210
BA.5.1.27,26
BA.5.1.28,92
BA.5.1.29,1
BA.5.1.3,2560
BA.5.1.30,1102
BA.5.1.31,29
BA.5.1.33,3
BA.5.1.34,11
BA.5.1.38,2
BA.5.1.4,76
BA.5.1.5,994
BA.5.1.6,26
BA.5.1.7,10
BA.5.1.8,11
BA.5.1.9,50
BA.5.10,22
BA.5.10.1,3
BA.5.11,97
BA.5.12,27
BA.5.2,20448
BA.5.2.1,15732
BA.5.2.10,8
BA.5.2.11,3
BA.5.2.12,34
BA.5.2.13,353
BA.5.2.14,59
BA.5.2.16,80
BA.5.2.18,358
BA.5.2.19,51
BA.5.2.2,217
BA.5.2.20,1910
BA.5.2.21,594
BA.5.2.22,341
BA.5.2.23,35
BA.5.2.24,121
BA.5.2.25,83
BA.5.2.26,719
BA.5.2.27,144
BA.5.2.28,186
BA.5.2.3,614
BA.5.2.30,68
BA.5.2.31,19
BA.5.2.32,24
BA.5.2.33,82
BA.5.2.34,614
BA.5.2.35,272
BA.5.2.36,70
BA.5.2.37,30
BA.5.2.38,3
BA.5.2.39,8
BA.5.2.4,6
BA.5.2.41,3
BA.5.2.43,4
BA.5.2.44,50
BA.5.2.45,1
BA.5.2.46,3
BA.5.2.47,85
BA.5.2.48,8
BA.5.2.5,4
BA.5.2.52,27
BA.5.2.56,3
BA.5.2.57,5
BA.5.2.58,33
BA.5.2.6,1444
BA.5.2.60,22
BA.5.2.62,9
BA.5.2.7,377
BA.5.2.8,94
BA.5.2.9,291
BA.5.3,903
BA.5.3.1,828
BA.5.3.2,1244
BA.5.3.3,224
BA.5.3.4,499
BA.5.3.5,31
BA.5.5,564
BA.5.5.1,30
BA.5.5.2,9
BA.5.5.3,5
BA.5.6,734
BA.5.6.1,8
BA.5.6.2,19
BA.5.6.3,19
BA.5.6.4,45
BA.5.7,3
BA.5.8,245
BA.5.9,3319
BC.2,2
BD.1,11
BE.1,1528
BE.1.1,17036
BE.1.1.1,229
BE.1.1.2,2404
BE.1.2,11
BE.1.2.1,5
BE.1.3,65
BE.1.4,106
BE.1.4.1,9
BE.1.4.4,3
BE.10,42
BE.13,5
BE.2,32
BE.3,109
BE.4,90
BE.4.1,34
BE.4.1.1,6
BE.4.2,3
BE.5,13
BE.6,13
BE.7,22
BE.8,12
BE.9,125
BF.1,998
BF.1.1,1
BF.10,261
BF.11,884
BF.11.1,150
BF.11.2,30
BF.11.3,127
BF.11.4,86
BF.11.5,30
BF.12,41
BF.13,109
BF.14,1277
BF.15,24
BF.16,12
BF.17,3
BF.18,20
BF.19,17
BF.2,86
BF.20,11
BF.21,32
BF.22,1
BF.23,26
BF.24,7
BF.25,13
BF.26,325
BF.27,129
BF.28,774
BF.29,4
BF.3,24
BF.30,11
BF.31,42
BF.31.1,6
BF.32,7
BF.34,22
BF.36,3
BF.38,1
BF.4,149
BF.40,1
BF.41,2
BF.5,3115
BF.5.1,3
BF.6,151
BF.7,13413
BF.7.1,493
BF.7.10,144
BF.7.11,40
BF.7.12,33
BF.7.13,8
BF.7.13.1,21
BF.7.13.2,82
BF.7.14,14
BF.7.14.1,1
BF.7.15,1
BF.7.16,1
BF.7.17,17
BF.7.18,5
BF.7.19,60
BF.7.19.1,2
BF.7.20,58
BF.7.21,73
BF.7.22,119
BF.7.23,32
BF.7.24,93
BF.7.26,7
BF.7.3,164
BF.7.4,893
BF.7.4.1,178
BF.7.4.2,133
BF.7.5,1999
BF.7.5.1,294
BF.7.6,1220
BF.7.7,115
BF.7.8,176
BF.7.9,31
BF.8,110
BF.9,8
BG.2,8
BG.4,3
BG.5,8
BH.1,5
BK.1,10
BL.1,86
BL.1.2,4
BL.1.3,6
BL.1.4,1
BL.2,14
BL.3,1
BL.4,2
BM.1,1
BM.1.1,17
BM.1.1.1,11
BM.1.1.3,61
BM.1.1.4,13
BM.1.1.5,2
BM.2,4
BM.2.1,5
BM.4.1,3
BM.4.1.1,28
BN.1,467
BN.1.1,37
BN.1.1.1,44
BN.1.10,1
BN.1.2,377
BN.1.2.1,87
BN.1.2.2,9
BN.1.2.3,94
BN.1.2.4,12
BN.1.2.6,21
BN.1.3,1842
BN.1.3.1,765
BN.1.3.2,1
BN.1.3.3,94
BN.1.3.5,39
BN.1.3.6,10
BN.1.3.7,54
BN.1.3.8,33
BN.1.3.9,5
BN.1.4,218
BN.1.4.1,73
BN.1.4.2,180
BN.1.4.3,72
BN.1.4.4,13
BN.1.4.5,1
BN.1.5,344
BN.1.5.2,1
BN.1.6,7
BN.1.7,40
BN.1.9,75
BN.2,9
BN.3,6
BN.3.1,286
BN.4,4
BN.5,3
BN.6,12
BQ.1,2702
BQ.1.1,9613
BQ.1.1.1,410
BQ.1.1.10,421
BQ.1.1.11,164
BQ.1.1.12,2
BQ.1.1.13,430
BQ.1.1.15,228
BQ.1.1.16,5
BQ.1.1.17,39
BQ.1.1.18,813
BQ.1.1.19,22
BQ.1.1.2,90
BQ.1.1.20,146
BQ.1.1.21,26
BQ.1.1.22,170
BQ.1.1.23,473
BQ.1.1.24,24
BQ.1.1.26,51
BQ.1.1.27,41
BQ.1.1.28,14
BQ.1.1.29,45
BQ.1.1.3,228
BQ.1.1.31,141
BQ.1.1.32,37
BQ.1.1.34,1
BQ.1.1.35,20
BQ.1.1.36,3
BQ.1.1.37,39
BQ.1.1.38,27
BQ.1.1.39,9
BQ.1.1.4,600
BQ.1.1.40,2
BQ.1.1.41,6
BQ.1.1.42,77
BQ.1.1.43,10
BQ.1.1.44,14
BQ.1.1.45,363
BQ.1.1.46,111
BQ.1.1.47,194
BQ.1.1.48,8
BQ.1.1.49,2
BQ.1.1.5,403
BQ.1.1.51,1
BQ.1.1.52,21
BQ.1.1.53,35
BQ.1.1.54,2
BQ.1.1.55,2
BQ.1.1.56,16
BQ.1.1.57,1
BQ.1.1.58,78
BQ.1.1.59,17
BQ.1.1.6,46
BQ.1.1.60,4
BQ.1.1.62,2
BQ.1.1.63,20
BQ.1.1.64,2
BQ.1.1.65,1
BQ.1.1.66,20
BQ.1.1.67,42
BQ.1.1.68,1
BQ.1.1.69,39
BQ.1.1.7,620
BQ.1.1.71,1
BQ.1.1.72,68
BQ.1.1.8,171
BQ.1.10,476
BQ.1.10.1,98
BQ.1.10.2,11
BQ.1.10.3,19
BQ.1.11,175
BQ.1.12,113
BQ.1.13,34
BQ.1.13.1,499
BQ.1.14,389
BQ.1.15,80
BQ.1.16,15
BQ.1.17,12
BQ.1.18,889
BQ.1.19,165
BQ.1.2,617
BQ.1.2.1,76
BQ.1.2.3,9
BQ.1.20,13
BQ.1.21,118
BQ.1.22,117
BQ.1.23,290
BQ.1.24,6
BQ.1.25,422
BQ.1.25.1,12
BQ.1.26,95
BQ.1.26.1,28
BQ.1.26.2,31
BQ.1.27,2
BQ.1.28,10
BQ.1.3,170
BQ.1.3.1,39
BQ.1.3.2,30
BQ.1.31,23
BQ.1.33,15
BQ.1.4,58
BQ.1.5,364
BQ.1.6,2
BQ.1.8,385
BQ.1.8.2,87
BQ.2,1
BR.1,75
BR.1.2,8
BR.2,26
BR.2.1,90
BR.3,42
BR.5,1
BS.1,16
BS.1.1,5
BT.1,5
BT.2,97
BU.1,15
BU.3,147
BV.1,39
BV.2,54
BW.1,12
BW.1.1,36
BW.1.1.1,9
BW.1.1.2,2
BY.1,61
BY.1.1,1
BY.1.1.1,9
BY.1.2,2
C.36.3,7
C.36.3.1,2
C.37.1,1
CA.1,4
CA.2,8
CA.3,4
CA.7,33
CB.1,58
CC.1,130
CE.1,110
CG.1,140
CH.1,3
CH.1.1,2534
CH.1.1.1,399
CH.1.1.10,18
CH.1.1.11,449
CH.1.1.12,20
CH.1.1.13,1
CH.1.1.14,11
CH.1.1.15,150
CH.1.1.16,123
CH.1.1.17,2
CH.1.1.18,44
CH.1.1.19,19
CH.1.1.2,238
CH.1.1.21,2
CH.1.1.22,1
CH.1.1.24,134
CH.1.1.25,12
CH.1.1.26,7
CH.1.1.27,12
CH.1.1.28,32
CH.1.1.3,44
CH.1.1.4,12
CH.1.1.5,6
CH.1.1.6,4
CH.1.1.7,8
CH.1.1.8,10
CH.1.1.9,3
CH.2,1
CH.3.1,1
CJ.1,80
CJ.1.1,5
CJ.1.2,98
CJ.1.3,12
CK.1,481
CK.2,7
CK.2.1,64
CK.2.1.1,435
CK.3,27
CL.1,653
CL.1.1,106
CL.1.2,7
CL.1.3,23
CM.1,3
CM.10,10
CM.12,3
CM.2,24
CM.2.1,2
CM.3,4
CM.4,49
CM.5,14
CM.5.1,3
CM.6.1,4
CM.7,2
CM.8.1,17
CM.8.1.1,1
CM.8.1.2,5
CM.8.1.4,1
CN.1,92
CN.2,1
CP.1,19
CP.1.1,89
CP.1.2,5
CP.2,4
CP.4,2
CP.5,6
CP.8,23
CQ.1,25
CQ.2,18
CR.1,177
CR.1.1,23
CR.1.3,15
CR.2,8
CT.1,7
CU.1,7
CV.1,16
CY.1,11
CZ.1,1
DA.1,1
DB.1,84
DB.2,7
DC.1,3
DE.1,9
DE.2,29
DF.1,26
DF.1.1,36
DG.1,51
DJ.1.1,13
DJ.1.1.1,1
DJ.1.3,1
DL.1,15
DM.1,25
DN.1,20
DN.1.1,25
DN.1.1.4,1
DN.3.1,1
DP.1,1
DQ.1,170
DR.1,14
DS.1,10
DS.2,212
DS.3,2
DT.2,18
DU.1,38
DV.1,6
DV.1.1,44
DV.2,28
DV.3,8
DV.3.1,9
DV.6,252
DY.2,1
DY.4,1
EA.1,171
EA.2,4
EC.1,4
EC.1.1,11
ED.2,5
EE.1,8
EE.2,2
EE.3,4
EE.4,58
EE.5,3
EF.1,297
EF.1.1,139
EF.1.2,27
EF.1.3,10
EF.2,1
EG.1,405
EG.1.2,83
EG.1.3,64
EG.1.4,136
EG.2,1
EG.3,1
EG.4,13
EG.5.1,1
EH.1,21
EJ.1,13
EJ.2,4
EK.3,5
EL.1,88
EM.1,27
EN.1,168
EP.2,2
EQ.1,3
ER.1,4
ER.1.1,6
ET.1,26
EU.1,116
EU.1.1,301
EU.1.1.1,113
EW.1,41
EW.2,21
EW.3,3
EY.1,7
EZ.1,6
FA.1,1
FD.2,8
FD.4,33
FE.1,5
FE.1.1,1
FE.1.2,3
FF.1,3
FG.2,5
FG.3,5
FH.1,35
FJ.1,3
FK.1.2,31
FL.1,8
FL.10,118
FL.12,14
FL.2,134
FL.2.1,231
FL.3,188
FL.3.1,20
FL.3.2,8
FL.4,287
FL.5,170
FL.7,2
FL.8,188
FL.9,20
FM.1,4
FM.2,226
FR.1,11
FS.1,1
FU.1,1
FW.1,2
FY.1,5
FY.4,1
FZ.1,1
GA.2,13
GB.1,40
GC.2,1
P.1,10
P.1.1,1
P.1.16,7
P.1.17,3
P.1.17.1,25
P.1.7,3
P.1.8,1
Q.4,2
XAB,69
XAC,1
XAD,59
XAF,1
XAG,3
XAH,3
XAJ,1
XAK,94
XAL,61
XAM,4
XAN,15
XAP,1
XAS,17
XAU,5
XAV,8
XAY,3
XAY.1,11
XAY.1.1,4
XAY.1.1.1,154
XAY.1.1.2,37
XAY.1.1.3,39
XAY.1.2,7
XAY.2,67
XAY.2.2,3
XAZ,244
XB,3
XBB,86
XBB.1,1112
XBB.1.1,21
XBB.1.11,13
XBB.1.11.1,6
XBB.1.12,2
XBB.1.13,26
XBB.1.14,4
XBB.1.15,12
XBB.1.16,31
XBB.1.16.1,2
XBB.1.16.2,1
XBB.1.16.4,1
XBB.1.17.1,77
XBB.1.18,2
XBB.1.18.1,5
XBB.1.19,1
XBB.1.19.1,7
XBB.1.2,27
XBB.1.20,1
XBB.1.21,32
XBB.1.22,7
XBB.1.22.1,13
XBB.1.22.2,8
XBB.1.25,2
XBB.1.28,2
XBB.1.28.1,27
XBB.1.29,4
XBB.1.3,6
XBB.1.30,3
XBB.1.32,3
XBB.1.34,1
XBB.1.35,1
XBB.1.36,2
XBB.1.37.1,3
XBB.1.38,2
XBB.1.4,17
XBB.1.4.1,27
XBB.1.5,4776
XBB.1.5.1,70
XBB.1.5.10,1
XBB.1.5.11,47
XBB.1.5.12,614
XBB.1.5.13,584
XBB.1.5.14,148
XBB.1.5.15,89
XBB.1.5.16,71
XBB.1.5.17,49
XBB.1.5.18,29
XBB.1.5.19,17
XBB.1.5.2,1
XBB.1.5.20,94
XBB.1.5.21,207
XBB.1.5.22,10
XBB.1.5.23,72
XBB.1.5.24,535
XBB.1.5.25,3
XBB.1.5.26,14
XBB.1.5.3,4
XBB.1.5.30,6
XBB.1.5.31,3
XBB.1.5.32,14
XBB.1.5.33,36
XBB.1.5.34,11
XBB.1.5.35,1
XBB.1.5.36,7
XBB.1.5.37,466
XBB.1.5.38,72
XBB.1.5.39,51
XBB.1.5.4,25
XBB.1.5.40,3
XBB.1.5.42,2
XBB.1.5.43,14
XBB.1.5.46,866
XBB.1.5.47,7
XBB.1.5.48,64
XBB.1.5.49,67
XBB.1.5.5,44
XBB.1.5.51,6
XBB.1.5.52,92
XBB.1.5.54,25
XBB.1.5.55,3
XBB.1.5.56,10
XBB.1.5.57,12
XBB.1.5.59,1
XBB.1.5.6,10
XBB.1.5.60,108
XBB.1.5.61,17
XBB.1.5.62,215
XBB.1.5.63,388
XBB.1.5.65,796
XBB.1.5.66,22
XBB.1.5.67,32
XBB.1.5.69,1
XBB.1.5.7,714
XBB.1.5.8,20
XBB.1.5.9,1
XBB.1.8,1
XBB.1.9,225
XBB.1.9.1,824
XBB.1.9.2,466
XBB.1.9.3,7
XBB.1.9.4,2
XBB.1.9.5,3
XBB.2,112
XBB.2.1,7
XBB.2.2,13
XBB.2.3,54
XBB.2.3.1,3
XBB.2.3.2,4
XBB.2.3.3,1
XBB.2.3.6,2
XBB.2.3.7,4
XBB.2.4,30
XBB.2.5,19
XBB.2.6,7
XBB.2.8,1
XBB.2.9,3
XBB.3,18
XBB.3.2,4
XBB.3.4,3
XBB.4,4
XBB.6,1
XBB.8,3
XBB.8.1,11
XBC.1,11
XBC.1.1.1,1
XBC.1.2,6
XBC.1.2.1,1
XBC.1.3,6
XBD,36
XBE,1
XBF,354
XBF.2,5
XBF.3,49
XBF.4,16
XBF.5,1
XBF.6,69
XBF.7,19
XBF.7.1,18
XBF.8,5
XBF.8.1,1
XBF.9,3
XBG,37
XBH,4
XBJ,36
XBJ.2,33
XBJ.3,16
XBK,210
XBK.1,167
XBL,20
XBL.1,7
XBL.3,32
XBM,11
XBS,4
XBT,178
XBU,3
XBV,3
XBW,39
XBZ,43
XD,1
XE,32
XG,34
XH,1
XJ,1
XM,272
XN,1
XV,1
XW,37
XZ,2
