lineages_l,number_genomes_per_lineage
BA.5.6.2,4
BA.5.6.4,1
BA.5.9,3
BE.1,82
BE.1.1,26
BE.1.1.1,9
BE.1.1.2,2
BE.1.4,1
BE.10,1762
BE.3,6
BE.4.1,1
BE.5,6
BE.9,2426
BF.1,17
BF.10,8
BF.11,2
BF.12,166
BF.14,2
BF.2,2
BF.26,6
BF.27,1
BF.28,20
BF.31,11
BF.31.1,1
BF.33,27
BF.38,19
BF.38.1,1
BF.39,358
BF.4,16
BF.41,153
BF.41.1,196
BF.5,29
BF.5.4,2
BF.6,5
BF.7,41
BF.7.1,4
BF.7.19,1
BF.7.22,1
BF.7.24,2
BF.7.4.1,6
BF.7.5,5
BF.7.8,2
BF.8,5
BG.2,3
BG.4,1
BG.5,1
BL.1,7
BL.2,1
BM.1.1.4,1
BN.1,7
BN.1.1.1,1
BN.1.2,1
BN.1.2.3,1
BN.1.3,3
BN.1.3.1,96
BN.1.5,40
BN.3.1,70
BN.6,1
BQ.1,508
BQ.1.1,7906
BQ.1.1.1,1
BQ.1.1.10,8
BQ.1.1.11,6
BQ.1.1.13,7
BQ.1.1.15,21
BQ.1.1.17,58
BQ.1.1.18,128
BQ.1.1.21,2
BQ.1.1.22,23
BQ.1.1.23,39
BQ.1.1.24,3
BQ.1.1.26,1
BQ.1.1.28,3
BQ.1.1.29,1
BQ.1.1.3,24
BQ.1.1.31,4
BQ.1.1.32,1
BQ.1.1.36,314
BQ.1.1.4,116
BQ.1.1.40,4
BQ.1.1.44,11
BQ.1.1.47,3
BQ.1.1.49,7
BQ.1.1.5,51
BQ.1.1.51,3
BQ.1.1.52,2
BQ.1.1.56,3
BQ.1.1.6,2
BQ.1.1.60,450
BQ.1.1.66,1
BQ.1.1.67,3
BQ.1.1.69,9
BQ.1.1.7,13
BQ.1.1.72,2
BQ.1.1.74,6
BQ.1.1.76,2
BQ.1.1.9,1
BQ.1.10,44
BQ.1.10.1,28
BQ.1.11,2
BQ.1.13,15
BQ.1.13.1,3
BQ.1.14,72
BQ.1.18,78
BQ.1.19,1
BQ.1.2,45
BQ.1.2.1,22
BQ.1.22,18
BQ.1.23,14
BQ.1.25,56
BQ.1.27,1
BQ.1.3,1
BQ.1.3.1,114
BQ.1.31,1
BQ.1.5,54
BQ.1.6,1
BQ.1.8,6
BQ.2,1
BW.1,1
CA.2,2
CA.7,3
CH.1.1,2
CH.1.1.1,37
CH.1.1.11,1
CH.1.1.24,5
CH.1.1.28,1
CJ.1.2,5
CK.1.2,1
CK.1.4,54
CK.2.1,3
CK.2.1.1,3
CK.3,1
CL.1,30
CN.1,1
CP.1,1
CQ.1,1
CV.1,11
CV.2,5
DE.2,2
DF.1,1
DJ.1.1,9
DJ.1.3,8
DL.1,1942
DS.2,1
DT.1,3
DV.3,3
DV.3.1,6
DV.7.1,1
DV.7.1.2,1
ED.2,1
EE.2,16
EE.3,2
EE.4,3
EF.1,8
EF.1.1,13
EF.1.1.1,116
EG.1,54
EG.1.6,5
EG.1.7,2
EG.2,1
EG.4,1
EG.5.1,21
EG.5.1.1,17
EG.5.1.2,1
EG.5.1.3,15
EG.5.1.4,7
EG.5.1.5,3
EG.5.1.6,5
EG.5.2,7
EG.6,2
EG.6.1.1,1
EU.1.1.1,1
EY.1,187
EZ.1,2
FD.2,1
FD.4.1,1
FE.1,400
FE.1.1,352
FE.1.1.1,25
FE.1.1.2,18
FE.1.1.4,27
FE.1.2,1013
FH.1,52
FK.1.1,1
FL.1.3,1
FL.1.5.1,221
FL.10.2,1
FL.13,3
FL.13.3,14
FL.15,5
FL.18,1
FL.26,1
FL.27,1
FL.4,41
FT.1,2
FU.1,3
FU.2,1
FY.2,1
FY.4.1,1
GE.1,3
GH.1,1
GJ.1.2,5
GJ.4,6
GJ.5,1
GK.1,731
GK.1.1,657
GK.1.2,18
GK.1.4,23
GK.2.1,2
GK.3,4
GN.1,1
GS.4,4
HA.1,40
HA.2,27
HF.1,1
HH.1,2
HK.11,2
HK.2,1
HK.3,11
HK.3.2,1
HK.6,4
HV.1,22
HZ.2,1
JD.1,164
JD.1.1,396
JD.1.1.1,125
JD.1.2,128
JD.2,1120
JF.1,1
JG.3,1
JK.1,9
JM.2,1
JN.1,39
JN.3,1
N.10,1
N.9,1
NONE,1
P.1,10
P.1.14,2
P.2,4
UNASSIGNED,198
XAG,350
XAZ,8
XBB,45
XBB.1,305
XBB.1.14,1
XBB.1.15,18
XBB.1.15.1,40
XBB.1.16,8
XBB.1.16.1,9
XBB.1.16.11,7
XBB.1.16.15,10
XBB.1.16.6,88
XBB.1.17.1,3
XBB.1.18,360
XBB.1.18.1,988
XBB.1.22,14
XBB.1.37,1
XBB.1.4,7
XBB.1.4.2,138
XBB.1.41.1,1
XBB.1.42.2,2
XBB.1.44,1
XBB.1.5,917
XBB.1.5.1,14
XBB.1.5.10,1
XBB.1.5.100,4
XBB.1.5.102,575
XBB.1.5.103,9
XBB.1.5.104,2
XBB.1.5.11,1
XBB.1.5.13,73
XBB.1.5.14,2
XBB.1.5.15,66
XBB.1.5.16,1
XBB.1.5.17,48
XBB.1.5.18,3
XBB.1.5.19,9
XBB.1.5.2,1
XBB.1.5.20,1
XBB.1.5.21,14
XBB.1.5.24,1
XBB.1.5.26,5
XBB.1.5.28,2
XBB.1.5.3,8
XBB.1.5.31,26
XBB.1.5.36,11
XBB.1.5.4,2
XBB.1.5.40,2
XBB.1.5.47,8
XBB.1.5.48,6
XBB.1.5.5,1
XBB.1.5.51,3
XBB.1.5.57,1
XBB.1.5.59,54
XBB.1.5.62,2
XBB.1.5.63,17
XBB.1.5.65,2
XBB.1.5.66,3
XBB.1.5.67,1
XBB.1.5.7,23
XBB.1.5.70,450
XBB.1.5.72,1
XBB.1.5.73,1
XBB.1.5.75,1
XBB.1.5.76,8
XBB.1.5.77,2
XBB.1.5.86,626
XBB.1.5.89,1
XBB.1.5.92,1
XBB.1.5.94,1
XBB.1.5.96,1
XBB.1.9,80
XBB.1.9.1,18
XBB.1.9.2,5
XBB.1.9.4,1
XBB.2,4
XBB.2.3,147
XBB.2.3.11,42
XBB.2.3.13,6
XBB.2.3.14,2
XBB.2.3.4,2
XBB.2.3.6,1
XBB.2.6,15
XBB.2.7,1
XBB.3,2
XBB.8,3
XBF,2
XBJ,1
XBJ.2,1
XBL.3,6
XE,4
XM,3
