lineages_l,number_genomes_per_lineage
BE.7,408
BE.8,191
BE.9,2
BF.14,3
BF.15,1
BF.17,1
BF.2,3
BF.23,6
BF.26,2
BF.27,5
BF.28,48
BF.3,1
BF.30,4
BF.31,1
BF.32,1
BF.36,1
BF.39,2
BF.4,6
BF.5,20
BF.7,17
BF.7.20,1
BF.7.8,3
BG.3,2
BL.1,1
BM.1,2
BM.1.1,2
BM.1.1.3,1
BN.1,7
BN.1.1,2
BN.1.11,1
BN.1.2,4
BN.1.2.3,1
BN.1.3,1
BN.1.4,4
BN.3.1,1
BQ.1,37
BQ.1.1,199
BQ.1.1.1,8
BQ.1.1.10,15
BQ.1.1.13,1
BQ.1.1.15,8
BQ.1.1.18,3
BQ.1.1.19,1
BQ.1.1.22,2
BQ.1.1.28,2
BQ.1.1.29,1
BQ.1.1.3,45
BQ.1.1.31,1
BQ.1.1.32,1
BQ.1.1.38,385
BQ.1.1.39,1
BQ.1.1.4,3
BQ.1.1.46,1
BQ.1.1.47,1
BQ.1.1.51,8
BQ.1.1.6,3
BQ.1.1.64,78
BQ.1.1.68,2
BQ.1.1.72,1
BQ.1.1.74,7
BQ.1.1.8,1
BQ.1.10,1
BQ.1.10.3,1
BQ.1.11,1
BQ.1.13,1
BQ.1.13.1,2
BQ.1.18,1
BQ.1.2,6
BQ.1.23,16
BQ.1.24,81
BQ.1.25,3
BQ.1.3.2,3
BQ.1.5,8
BQ.1.6,1
BQ.1.8,1
BR.2.1,3
BY.1,1
C.1.2,3
CH.1.1,4
CH.1.1.1,2
CH.1.1.10,2
CH.1.1.11,1
CH.1.1.2,4
CH.1.1.31,26
CH.1.1.8,4
CJ.1,1
CK.1,1
CK.2.1.1,1
CK.3,1
CL.1,6
CL.1.3,1
CM.4,3
CM.8.1,2
CP.1,1
CP.5,26
CQ.2,1
DB.1,2
DN.1.1,4
DN.2,2
DT.2,4
DU.1,1
DV.1,2
DV.3,4
DV.6,1
DV.7.1,1
DY.2,2
DY.3,1
EB.1,1
EG.1,3
EG.1.4,3
EG.1.6,1
EG.10.1,1
EG.2,7
EG.4,10
EG.5.1,3
EG.5.1.1,11
EG.5.1.3,7
EG.5.1.6,2
EG.5.2,1
EG.5.2.3,1
EU.1.1.1,1
EW.1,72
EW.2,4
EW.3,51
FA.1,1
FC.1,1
FK.1,1
FK.1.1.2,5
FL.1.5.1,2
FL.10,6
FL.12,7
FL.13,2
FL.15,1
FL.15.1.1,1
FL.16,2
FL.18,1
FL.2,31
FL.3.3,1
FL.35,72
FL.4,14
FL.5,6
FL.9,2
FM.1,1
FN.1,6
FT.1,1
FT.3,1
FU.1,1
FU.2.1,1
FU.5,1
FY.1,1
FZ.1.1,1
GE.1,5
GE.1.2,1
GF.1,1
GJ.1.1,1
GJ.1.2,2
GK.1.1,1
GP.2,2
GY.2.1,1
GY.5,3
HF.1,1
HF.1.1,1
HK.2,1
HK.3,3
HK.3.3,1
HK.6,3
HV.1,2
HZ.1,1
JB.1,17
JB.2,38
JB.2.1,38
JN.3,1
JP.1,17
JQ.1,3
UNASSIGNED,112
XAY,25
XAY.1,11
XAY.1.1,6
XAY.1.1.2,4
XAY.2,2
XAY.3,5
XAZ,3
XBA,4
XBB,21
XBB.1,56
XBB.1.16,46
XBB.1.16.1,8
XBB.1.16.11,7
XBB.1.16.12,1
XBB.1.16.13,1
XBB.1.16.15,2
XBB.1.16.17,13
XBB.1.16.19,2
XBB.1.16.2,6
XBB.1.16.3,1
XBB.1.16.4,2
XBB.1.16.6,3
XBB.1.17.1,8
XBB.1.19,1
XBB.1.22,1
XBB.1.22.1,8
XBB.1.22.3,1
XBB.1.28,1
XBB.1.28.1,1
XBB.1.34.2,1
XBB.1.37.1,1
XBB.1.41,17
XBB.1.41.1,128
XBB.1.41.2,1
XBB.1.49,1
XBB.1.5,891
XBB.1.5.1,1
XBB.1.5.11,3
XBB.1.5.13,5
XBB.1.5.14,1
XBB.1.5.15,4
XBB.1.5.16,24
XBB.1.5.17,6
XBB.1.5.18,1
XBB.1.5.19,1
XBB.1.5.20,7
XBB.1.5.24,17
XBB.1.5.25,514
XBB.1.5.28,4
XBB.1.5.37,1
XBB.1.5.39,1
XBB.1.5.4,1
XBB.1.5.40,4
XBB.1.5.47,4
XBB.1.5.53,21
XBB.1.5.56,2
XBB.1.5.59,1
XBB.1.5.62,3
XBB.1.5.63,5
XBB.1.5.65,2
XBB.1.5.66,1
XBB.1.5.67,1
XBB.1.5.7,2
XBB.1.5.8,2
XBB.1.5.81,96
XBB.1.5.83,116
XBB.1.5.84,75
XBB.1.5.88,106
XBB.1.5.89,1
XBB.1.5.91,2
XBB.1.5.95,1
XBB.1.5.98,1
XBB.1.7,1
XBB.1.9,19
XBB.1.9.1,32
XBB.1.9.2,3
XBB.1.9.5,1
XBB.2,9
XBB.2.11.1,1
XBB.2.3,4
XBB.2.3.2,2
XBB.2.3.8,1
XBB.3,8
XBB.3.2,33
XBB.3.5,11
XBB.4,1
XBF,6
XBF.5,2
XBF.6,1
XBJ.2,1
XBL,1
XBL.1,3
XBL.3,1
XBQ,1
XCH.1,2
XT,10
