lineages_l,number_genomes_per_lineage
BQ.1.12,55
BQ.1.13,28
BQ.1.13.1,7
BQ.1.14,426
BQ.1.15,7
BQ.1.18,4
BQ.1.19,5
BQ.1.2,135
BQ.1.2.1,6
BQ.1.2.3,10
BQ.1.23,3
BQ.1.25,27
BQ.1.3,3
BQ.1.3.1,18
BQ.1.3.2,15
BQ.1.32,14
BQ.1.5,30
BQ.1.6,10
BQ.1.8,24
BR.1,1
BR.2,3
BS.1,1
BU.1,202
BW.1,428
BW.1.1,358
BW.1.1.1,111
BW.1.1.2,50
BW.1.2,5
BY.1,3
BY.1.1.1,3
CA.1,2
CA.3.1,2
CA.7,9
CD.2,1
CF.1,3
CH.1.1,6
CH.1.1.1,1
CH.1.1.11,1
CH.1.1.14,10
CH.1.1.2,2
CH.1.1.24,2
CH.1.1.25,8
CK.1,4
CK.1.3,34
CK.1.4,1
CK.1.5,2
CK.2.1,6
CK.2.1.1,19
CK.3,2
CL.1,3
CM.4.1,1
CM.5.2,4
CM.8.1,29
CN.1,9
CQ.2,2
CR.1.1,2
CT.1,4
CV.1,1
CV.2,3
DB.1,1
DB.2,9
DE.1,26
DF.1,3
DF.1.1,2
DG.1,1
DJ.1,1
DJ.1.1,2
DL.1,2
DM.1,3
DN.2,11
DT.2,4
EE.1,2
EE.2,4
EE.5,3
EF.1,17
EF.1.1,117
EF.1.1.1,2
EF.1.2,4
EF.1.3,3
EG.1,3
EG.1.4,3
EG.2,2
EG.5.1,34
EG.5.1.1,11
EG.5.1.3,9
EG.5.1.4,2
EG.5.1.6,7
EG.5.2,5
EG.6.1,1
EJ.2,1
EL.1,1
FA.1,11
FD.1.1,1
FD.2,14
FD.4,27
FE.1,2
FE.1.2,1
FJ.1,1
FL.1.5.1,11
FL.13,3
FL.15,4
FL.16,1
FL.2,1
FL.20.2,2
FL.21.2,4
FL.3.1,1
FL.4,1
FL.5,5
FL.7,1
FT.3,3
FT.3.1,17
FT.3.1.1,11
FU.1,9
FU.2,78
FY.1.2,1
FY.3.1,1
FY.5,3
GB.1,1
GD.1,137
GE.1,3
GJ.1.2,7
GJ.5,1
GK.1,1
GK.1.1,1
GN.1,5
GN.1.1,1
GU.1,1
GV.1,7
GY.6,2
GY.7,1
HF.1.1,4
HK.7,1
HP.1,9
HP.1.1,64
HR.1,2
HS.1,47
HS.1.1,1
HT.1,33
HT.2,43
HV.1,2
HY.1,87
HZ.1,8
HZ.2,6
JD.2,2
UNASSIGNED,52
XAF,2
XAG,2
XAH,4
XAM,13
XAP,4
XAS,84
XAZ,4
XBB,50
XBB.1,394
XBB.1.1,4
XBB.1.13,2
XBB.1.15,303
XBB.1.16,107
XBB.1.16.1,31
XBB.1.16.11,72
XBB.1.16.15,3
XBB.1.16.18,1
XBB.1.16.19,2
XBB.1.16.21,1
XBB.1.16.22,1
XBB.1.16.6,44
XBB.1.16.9,1
XBB.1.27,9
XBB.1.28,1
XBB.1.28.1,1
XBB.1.3,1
XBB.1.30,58
XBB.1.4,21
XBB.1.4.1,1
XBB.1.41,1
XBB.1.41.1,1
XBB.1.42,1
XBB.1.42.2,2
XBB.1.45.1,1
XBB.1.5,1348
XBB.1.5.1,37
XBB.1.5.10,14
XBB.1.5.100,87
XBB.1.5.104,4
XBB.1.5.11,52
XBB.1.5.12,5
XBB.1.5.13,32
XBB.1.5.14,3
XBB.1.5.15,13
XBB.1.5.16,3
XBB.1.5.17,15
XBB.1.5.19,1
XBB.1.5.2,3
XBB.1.5.20,24
XBB.1.5.21,1
XBB.1.5.24,3
XBB.1.5.27,1
XBB.1.5.28,51
XBB.1.5.3,4
XBB.1.5.31,1
XBB.1.5.32,7
XBB.1.5.33,1
XBB.1.5.34,10
XBB.1.5.35,50
XBB.1.5.36,6
XBB.1.5.39,1
XBB.1.5.4,5
XBB.1.5.40,10
XBB.1.5.41,1
XBB.1.5.43,1
XBB.1.5.47,6
XBB.1.5.48,44
XBB.1.5.49,380
XBB.1.5.51,26
XBB.1.5.52,14
XBB.1.5.55,6
XBB.1.5.59,4
XBB.1.5.61,3
XBB.1.5.62,3
XBB.1.5.63,6
XBB.1.5.65,3
XBB.1.5.66,7
XBB.1.5.67,5
XBB.1.5.69,20
XBB.1.5.7,3
XBB.1.5.72,3
XBB.1.5.73,4
XBB.1.5.75,4
XBB.1.5.76,11
XBB.1.5.77,20
XBB.1.5.78,168
XBB.1.5.79,203
XBB.1.5.8,2
XBB.1.5.80,1
XBB.1.5.91,5
XBB.1.5.92,2
XBB.1.5.95,182
XBB.1.5.96,4
XBB.1.6,13
XBB.1.9,15
XBB.1.9.1,5
XBB.1.9.3,4
XBB.2,8
XBB.2.11.1,10
XBB.2.2,4
XBB.2.3,22
XBB.2.3.11,4
XBB.2.3.2,10
XBB.2.3.6,1
XBB.2.5,7
XBB.2.6,29
XBB.2.7,4
XBB.3,4
XBB.8,9
XBD,1
XBF,3
XCG,31
XZ,1
