lineage,group
BA.5,BA.5/BA.5.1.10/BA.5.1.15/BA.5.1.2/BA.5.1.24/BA.5.1.33/BA.5.2.16/BA.5.3/BA.5.3.1/BA.5.6.1/BE.1.1/BE.4/BF.22/BF.8/DE.1/XAZ
BA.5.1.12,BA.5.1.12/BF.25/BF.40
BA.5.1.19,BA.5.1.19
BA.5.1.27,BA.5.1.27
BA.5.10,BA.5.10
BA.5.10.1,BA.5.10.1
BA.5.2.23,BA.5.2.23
BA.5.2.24,BA.5.2.24
BA.5.2.28,BA.5.2.28
BA.5.2.29,BA.5.2.29
BA.5.2.3,BA.5.2.3
BA.5.2.32,BA.5.2.32/BA.5.2.52/BA.5.5.1/BF.14/BF.32/CN.1
BA.5.2.34,BA.5.2.34/BA.5.2.35/BA.5.2.47
BA.5.2.36,BA.5.2.36/BA.5.6.2
BA.5.2.37,BA.5.2.37
BA.5.2.54,BA.5.2.54
BA.5.2.57,BA.5.2.57/BA.5.2.59/BF.13
BA.5.9,BA.5.9
BE.1.1.1,BE.1.1.1
BE.1.2.1,BE.1.2.1
BE.1.3,BE.1.3
BE.1.4.3,BE.1.4.3
BE.10,BE.10/BQ.1/BQ.1.10/BQ.1.11/BQ.1.12/BQ.1.13/BQ.1.14/BQ.1.15/BQ.1.2/BQ.1.2.1/BQ.1.3/BQ.1.3.1/BQ.1.3.2/BQ.1.6/BQ.1.8/BW.1
BE.9,BE.9
BF.1.1,BF.1.1
BF.10.1,BF.10.1
BF.11.2,BF.11.2
BF.12,BF.12
BF.2,BF.2
BF.39.1,BF.39.1
BF.4,BF.4
BF.7.21,BF.7.21
BF.7.4.2,BF.7.4.2
BF.7.7,BF.7.7
BG.2,BG.2
BG.3,BG.3
BG.5,BG.5
BL.6,BL.6
BM.1,BM.1
BM.1.1,BM.1.1
BM.1.1.3,BM.1.1.3
BM.4.1.1,BM.4.1.1
BN.1,BN.1/BN.1.3.5/BN.1.4/BN.1.4.3/EJ.2
BN.1.10,BN.1.10
BN.1.2,BN.1.2/BN.1.2.3
BN.1.2.1,BN.1.2.1
BN.1.3,BN.1.3
BN.1.3.1,BN.1.3.1/BN.1.3.6
BN.1.5,BN.1.5/BN.1.7
BN.1.5.2,BN.1.5.2
BN.1.9,BN.1.9
BN.3.1,BN.3.1
BQ.1.1,BQ.1.1/BQ.1.1.1/BQ.1.1.10/BQ.1.1.15/BQ.1.1.17/BQ.1.1.18/BQ.1.1.23/BQ.1.1.29/BQ.1.1.3/BQ.1.1.39/BQ.1.1.4/BQ.1.1.40/BQ.1.1.41/BQ.1.1.5/BQ.1.1.51/BQ.1.1.52/BQ.1.1.53/BQ.1.1.56/BQ.1.1.59/BQ.1.1.61/BQ.1.1.62/BQ.1.1.69/BQ.1.1.7/BQ.1.1.77/BQ.1.18/DB.1/DN.2/EE.1/EE.2/EF.1.1/EF.1.2/EF.1.3
BQ.1.1.11,BQ.1.1.11
BQ.1.1.13,BQ.1.1.13/BQ.1.1.27/BQ.1.1.8/BQ.1.25
BQ.1.1.2,BQ.1.1.2
BQ.1.1.26,BQ.1.1.26/BQ.1.1.36
BQ.1.1.28,BQ.1.1.28
BQ.1.1.31,BQ.1.1.31
BQ.1.1.32,BQ.1.1.32
BQ.1.1.35,BQ.1.1.35
BQ.1.1.45,BQ.1.1.45
BQ.1.1.54,BQ.1.1.54/BQ.1.1.6/EF.1
BQ.1.1.57,BQ.1.1.57
BQ.1.1.63,BQ.1.1.63
BQ.1.1.65,BQ.1.1.65
BQ.1.1.67,BQ.1.1.67
BQ.1.10.1,BQ.1.10.1
BQ.1.10.2,BQ.1.10.2
BQ.1.13.1,BQ.1.13.1
BQ.1.19,BQ.1.19
BQ.1.2.3,BQ.1.2.3
BQ.1.23,BQ.1.23
BQ.1.32,BQ.1.32
BQ.1.5,BQ.1.5
BR.1,BR.1
BR.2,BR.2
BS.1,BS.1
BU.1,BU.1
BW.1.1,BW.1.1/BW.1.1.1/BW.1.1.2
BW.1.2,BW.1.2
BY.1,BY.1
BY.1.1.1,BY.1.1.1/CA.7/CV.1
CA.1,CA.1
CA.3.1,CA.3.1
CD.2,CD.2
CF.1,CF.1
CH.1.1,CH.1.1/CH.1.1.11/CH.1.1.14/CH.1.1.2/CH.1.1.25
CH.1.1.1,CH.1.1.1
CH.1.1.24,CH.1.1.24
CK.1,CK.1/CK.1.4/CK.3/DL.1
CK.1.3,CK.1.3
CK.1.5,CK.1.5
CK.2.1,CK.2.1/CK.2.1.1
CL.1,CL.1
CM.4.1,CM.4.1
CM.5.2,CM.5.2
CM.8.1,CM.8.1
CQ.2,CQ.2
CR.1.1,CR.1.1
CT.1,CT.1
CV.2,CV.2
DB.2,DB.2
DF.1,DF.1
DF.1.1,DF.1.1
DG.1,DG.1
DJ.1,DJ.1
DJ.1.1,DJ.1.1
DM.1,DM.1
DT.2,DT.2
EE.5,EE.5
EF.1.1.1,EF.1.1.1
EG.1,EG.1/FU.2/GV.1/XBB.1.16.1/XBB.1.16.18
EG.1.4,EG.1.4/FL.13/FL.16/FL.4/FL.5/FY.1.2/JD.2/XBB.1.42/XBB.1.42.2/XBB.1.5.100/XBB.1.5.13/XBB.1.5.20/XBB.1.5.31/XBB.1.5.34/XBB.1.5.66/XBB.1.5.75/XBB.1.5.77/XBB.1.5.80/XBB.1.5.95/XBB.1.9.1
EG.2,EG.2
EG.5.1,EG.5.1/EG.5.1.4/EG.5.2/GN.1/GN.1.1/XBB.1.5.59/XBB.1.5.72
EG.5.1.1,EG.5.1.1/EG.6.1/FD.1.1/XBB.1.5.10
EG.5.1.3,EG.5.1.3
EG.5.1.6,EG.5.1.6
EL.1,EL.1
FA.1,FA.1
FD.2,FD.2
FD.4,FD.4
FE.1,FE.1/HP.1
FE.1.2,FE.1.2/XBB.1.28.1/XBB.1.5.43
FJ.1,FJ.1
FL.1.5.1,FL.1.5.1/FL.20.2/XBB.1.16.9
FL.15,FL.15
FL.2,FL.2/XBB.1.5.17
FL.21.2,FL.21.2/XBB.1.5.14
FL.3.1,FL.3.1
FL.7,FL.7
FT.3,FT.3
FT.3.1,FT.3.1/FU.1/FY.5/GY.7/HF.1.1/HP.1.1/HR.1/HS.1/HY.1/XBB.1.16/XBB.1.16.19/XBB.1.16.21/XBB.1.16.22/XBB.1.5.28/XBB.1.5.51
FT.3.1.1,FT.3.1.1
FY.3.1,FY.3.1
GB.1,GB.1
GD.1,GD.1
GE.1,GE.1
GJ.1.2,GJ.1.2
GJ.5,GJ.5
GK.1,GK.1/GK.1.1
GU.1,GU.1
GY.6,GY.6
HK.7,HK.7
HS.1.1,HS.1.1/XBB.1.16.6
HT.1,HT.1
HT.2,HT.2/XBB.1.5/XBB.1.5.11/XBB.1.5.16/XBB.1.5.35/XBB.1.5.39/XBB.1.5.49/XBB.1.5.8
HV.1,HV.1
HZ.1,HZ.1/XBB.1.16.11
HZ.2,HZ.2
XAG,XAG
XBB,XBB/XBB.1.30/XBB.1.4/XBB.2/XBB.8/XCG
XBB.1,XBB.1/XBB.1.5.79
XBB.1.1,XBB.1.1
XBB.1.13,XBB.1.13
XBB.1.15,XBB.1.15/XBB.2.2/XBB.2.6
XBB.1.16.15,XBB.1.16.15
XBB.1.27,XBB.1.27
XBB.1.28,XBB.1.28
XBB.1.3,XBB.1.3/XBB.1.5.36/XBB.1.5.4/XBB.1.5.55
XBB.1.4.1,XBB.1.4.1
XBB.1.41,XBB.1.41
XBB.1.41.1,XBB.1.41.1
XBB.1.45.1,XBB.1.45.1/XBB.1.5.19/XBB.1.5.7
XBB.1.5.1,XBB.1.5.1
XBB.1.5.104,XBB.1.5.104
XBB.1.5.12,XBB.1.5.12
XBB.1.5.15,XBB.1.5.15/XBB.1.5.69
XBB.1.5.21,XBB.1.5.21
XBB.1.5.24,XBB.1.5.24
XBB.1.5.27,XBB.1.5.27
XBB.1.5.3,XBB.1.5.3
XBB.1.5.32,XBB.1.5.32
XBB.1.5.33,XBB.1.5.33
XBB.1.5.40,XBB.1.5.40/XBB.1.5.48
XBB.1.5.41,XBB.1.5.41
XBB.1.5.47,XBB.1.5.47
XBB.1.5.52,XBB.1.5.52
XBB.1.5.61,XBB.1.5.61
XBB.1.5.62,XBB.1.5.62
XBB.1.5.63,XBB.1.5.63
XBB.1.5.65,XBB.1.5.65
XBB.1.5.73,XBB.1.5.73
XBB.1.5.76,XBB.1.5.76
XBB.1.5.78,XBB.1.5.78
XBB.1.5.91,XBB.1.5.91
XBB.1.5.92,XBB.1.5.92
XBB.1.5.96,XBB.1.5.96
XBB.1.6,XBB.1.6
XBB.1.9,XBB.1.9
XBB.1.9.3,XBB.1.9.3
XBB.2.11.1,XBB.2.11.1
XBB.2.3,XBB.2.3
XBB.2.3.11,XBB.2.3.11
XBB.2.3.2,XBB.2.3.2
XBB.2.3.6,XBB.2.3.6
XBB.2.5,XBB.2.5
XBB.2.7,XBB.2.7
XBB.3,XBB.3
XBF,XBF
XZ,XZ
