lineages_l,number_genomes_per_lineage
XBB.1.5.105,79
XBB.1.5.106,43
XBB.1.5.11,1259
XBB.1.5.12,320
XBB.1.5.13,2739
XBB.1.5.14,366
XBB.1.5.15,3002
XBB.1.5.16,1297
XBB.1.5.17,2744
XBB.1.5.18,267
XBB.1.5.19,1095
XBB.1.5.2,1137
XBB.1.5.20,1134
XBB.1.5.21,1103
XBB.1.5.22,14
XBB.1.5.23,132
XBB.1.5.24,283
XBB.1.5.25,26
XBB.1.5.26,175
XBB.1.5.27,366
XBB.1.5.28,548
XBB.1.5.29,42
XBB.1.5.3,479
XBB.1.5.30,822
XBB.1.5.31,1486
XBB.1.5.32,1947
XBB.1.5.33,1621
XBB.1.5.34,640
XBB.1.5.35,1265
XBB.1.5.36,220
XBB.1.5.37,565
XBB.1.5.38,20
XBB.1.5.39,203
XBB.1.5.4,1244
XBB.1.5.40,110
XBB.1.5.41,89
XBB.1.5.42,24
XBB.1.5.43,42
XBB.1.5.44,159
XBB.1.5.45,11
XBB.1.5.46,74
XBB.1.5.47,296
XBB.1.5.48,1362
XBB.1.5.49,2942
XBB.1.5.5,419
XBB.1.5.50,302
XBB.1.5.51,1511
XBB.1.5.52,930
XBB.1.5.53,2
XBB.1.5.54,7
XBB.1.5.55,292
XBB.1.5.56,392
XBB.1.5.57,45
XBB.1.5.58,5
XBB.1.5.59,565
XBB.1.5.6,188
XBB.1.5.60,25
XBB.1.5.61,474
XBB.1.5.62,379
XBB.1.5.63,198
XBB.1.5.64,150
XBB.1.5.65,114
XBB.1.5.66,980
XBB.1.5.67,1252
XBB.1.5.68,35
XBB.1.5.69,493
XBB.1.5.7,716
XBB.1.5.70,288
XBB.1.5.71,27
XBB.1.5.72,1272
XBB.1.5.73,580
XBB.1.5.74,4
XBB.1.5.75,175
XBB.1.5.76,130
XBB.1.5.77,535
XBB.1.5.78,292
XBB.1.5.79,254
XBB.1.5.8,226
XBB.1.5.80,421
XBB.1.5.81,41
XBB.1.5.83,10
XBB.1.5.84,21
XBB.1.5.85,29
XBB.1.5.86,161
XBB.1.5.87,1
XBB.1.5.88,65
XBB.1.5.89,38
XBB.1.5.9,814
XBB.1.5.90,21
XBB.1.5.91,504
XBB.1.5.92,86
XBB.1.5.93,58
XBB.1.5.94,22
XBB.1.5.95,859
XBB.1.5.96,426
XBB.1.5.97,15
XBB.1.5.98,34
XBB.1.5.99,42
XBB.1.6,153
XBB.1.7,172
XBB.1.8,1
XBB.1.9,465
XBB.1.9.1,1929
XBB.1.9.2,1199
XBB.1.9.3,2
XBB.1.9.4,52
XBB.1.9.5,9
XBB.1.9.7,2
XBB.2,474
XBB.2.1,3
XBB.2.10,1
XBB.2.11,18
XBB.2.11.1,645
XBB.2.12,3
XBB.2.2,19
XBB.2.3,2367
XBB.2.3.1,30
XBB.2.3.10,47
XBB.2.3.11,409
XBB.2.3.12,92
XBB.2.3.13,11
XBB.2.3.14,19
XBB.2.3.2,1027
XBB.2.3.3,479
XBB.2.3.4,66
XBB.2.3.5,172
XBB.2.3.6,36
XBB.2.3.7,97
XBB.2.3.8,244
XBB.2.3.9,25
XBB.2.4,30
XBB.2.5,194
XBB.2.6,586
XBB.2.6.1,10
XBB.2.6.2,17
XBB.2.6.3,2
XBB.2.7,19
XBB.2.7.1,1
XBB.2.8,66
XBB.2.9,2
XBB.3,161
XBB.3.1,5
XBB.3.2,154
XBB.3.3,39
XBB.3.4,6
XBB.3.5,3
XBB.4,98
XBB.4.1,1
XBB.5,1
XBB.6,92
XBB.6.1,279
XBB.7,2
XBB.8,46
XBB.8.1,5
XBB.8.2,10
XBB.9,58
XBC.1,51
XBC.1.1,12
XBC.1.2.1,1
XBC.1.3,13
XBC.1.4,4
XBC.1.5,3
XBC.1.6,22
XBC.1.6.1,1
XBC.1.6.2,1
XBC.1.6.3,6
XBC.1.6.4,10
XBC.2,2
XBD,106
XBE,250
XBF,425
XBF.1,4
XBF.2,18
XBF.3,17
XBF.4,4
XBF.5,49
XBF.6,10
XBF.7,17
XBF.7.1,2
XBF.9,36
XBG,16
XBH,5
XBJ,24
XBJ.1,9
XBJ.1.1,1
XBJ.2,6
XBK,104
XBK.1,23
XBL,15
XBL.1,5
XBL.2,8
XBL.3,26
XBL.3.1,10
XBM,89
XBN,44
XBP,48
XBR,20
XBU,3
XBV,4
XBW,8
XBZ,13
XCA,8
XCB,2
XCC,7
XCD,1
XCE,6
XCF,118
XCF.1,14
XCG,33
XCH,194
XCH.1,87
XCJ,2
XCK,11
XCL,33
XCM,7
XCP,2
XE,433
XG,1
XL,27
XM,26
XN,9
XQ,11
XS,56
XU,1
XW,96
XY,124
XZ,203
